,Unnamed: 0,target_id,mean,precision,count,score,caption,contest,funny,somewhat_funny,unfunny,counts,rank
17,17,6084,1.7956259426847665,0.009546066440219929,6630,1.7956259426847665,"No, dogs are welcome. But we do enforce the laws of physics.",623,1463,2348,2818,6629,18
18,18,2069,1.7864719446579551,0.009253048897542823,6505,1.7864719446579551,"The sign only said, “No dogs on grass.”",623,1265,2586,2654,6505,19
19,19,4850,1.77859649122807,0.010251061625895242,5700,1.77859649122807,"Sir, all dogs go to heaven, it's time to let go.",623,1216,2007,2478,5701,20
20,20,5115,1.7711360634081903,0.009719100152267651,6056,1.7711360634081903,I can't even get mine to sit!,623,1198,2275,2584,6057,21
21,21,4633,1.7649599012954966,0.011172508259967049,4863,1.7649599012954966,"Gravity isn't just a theory in this town, sir. It's the law.",623,1039,1643,2182,4864,22
22,22,3787,1.7489502099580083,0.012884945496762015,3334,1.7489502099580083,"He's still learning ""down.""",623,609,1279,1446,3334,23
23,23,2040,1.742040285899935,0.011215456065703892,4617,1.742040285899935,The leash law isn't the problem. I'm worried about how good a catch you are with that little plastic bag.,623,899,1629,2090,4618,24
24,24,2571,1.739068100358423,0.012299926671331595,4185,1.739068100358423,"This is a New Yorker cartoon, Sir, not a Far Side.",623,921,1251,2013,4185,25
25,25,3321,1.732686668170539,0.011036816284794594,4433,1.732686668170539,The second he starts marking his territory you're outta here.,623,762,1723,1948,4433,26
26,26,18,1.7242869490060502,0.012973289426083256,3471,1.7242869490060502,"""We're getting complaints from people with absolutely no imagination.""",623,667,1180,1624,3471,27
27,27,3971,1.7166793602437167,0.021558065795864584,1313,1.7166793602437167,"C'mon man, it's a therapy kite.",623,267,407,639,1313,28
28,28,3422,1.7126792240652235,0.012725654855563245,3557,1.7126792240652235,They said he's too high-strung for the dog park.,623,660,1215,1682,3557,29
29,29,401,1.708076068164979,0.011956029864168282,4049,1.708076068164979,"Sir, I don't make the laws of gravity, I just enforce them.",623,753,1361,1935,4049,30
30,30,5122,1.7048054919908466,0.015112401977866712,2622,1.7048054919908466,"In addition to violating the leash law, sir, 
you’re also in violation of Newton’s first, second and third laws of motion.",623,512,824,1286,2622,31
31,31,6227,1.6940509915014164,0.014592764706921352,2824,1.6940509915014164,Everyone always says 'sit.'  No one ever thinks to say 'fly.',623,549,862,1413,2824,32
32,32,550,1.6811989100817442,0.024367158551055486,1101,1.6811989100817442,I hope that you walked him first?,623,240,270,591,1101,33
33,33,2647,1.6661031276415892,0.020871180613599636,1183,1.6661031276415892,We’re going to need you to pick up after your kite.,623,173,442,568,1183,34
34,34,5498,1.6564051638530288,0.012240780698031578,4028,1.6564051638530288,"LIMERICK: There once was a dog name of Spot....Got a hold of a whole lotta pot...It got him so high...He thought he could fly...And now, I can't get him to stop.",623,761,1122,2145,4028,35
35,35,5121,1.6470908102229471,0.017957341740096416,1839,1.6470908102229471,"I hate to be the one to tell you this, but you’re going to have to put him down.",623,335,520,984,1839,36
36,36,1313,1.6407846342460155,0.014676527321720197,2447,1.6407846342460155,You need to clean up after your kite.,623,363,842,1242,2447,37
37,37,5829,1.6368799697084435,0.013653586246515038,2641,1.6368799697084435,"Sir, when I said your dog couldn't set foot in this park again...",623,344,993,1304,2641,38
38,38,17,1.633406593406593,0.016167554986068568,2275,1.633406593406593,"Honestly, this is more believable than the recent election...",623,412,617,1246,2275,39
39,39,4752,1.628209093721002,0.012919570477021502,3233,1.628209093721002,"Sorry sir, support kites are not permitted in this park",623,494,1042,1696,3232,40
40,40,2270,1.618809821057012,0.014537382977156931,2403,1.618809821057012,"Yes, sir. I'm quite sure it's not just a passing sprinkle.",623,327,834,1243,2404,41
41,41,6065,1.6143667296786393,0.023444324428965883,1058,1.6143667296786393,"I don't care how he identifies, sir.",623,182,286,590,1058,42
42,42,5238,1.6130004304778305,0.015447147894374862,2323,1.6130004304778305,"I know what you’re thinking, Officer.  Why is this guy wearing a jacket in July?",623,368,688,1267,2323,43
43,43,2344,1.6096959737058338,0.014271851968598741,2434,1.6096959737058338,"For the record, we don't allow kites in the dog park either.",623,313,857,1264,2434,44
44,44,742,1.5971659919028338,0.018467011528685576,1482,1.5971659919028338,"Sir, just because it has a tail, doesn’t make it a kite...",623,196,493,793,1482,45
45,45,4734,1.586666666666667,0.018946667800162516,1575,1.586666666666667,Your dog is high as a kite.,623,254,416,905,1575,46
46,46,416,1.5785573122529644,0.01607085268637386,2024,1.5785573122529644,I don't think you understand the gravity of this situation.,623,282,607,1135,2024,47
47,47,638,1.5768044417026528,0.01826104583556,1621,1.5768044417026528,"We're doing K-9 training over there, and I believe your little fella may have gotten into the drug sniffing kit.",623,240,455,926,1621,48
48,48,2542,1.5730337078651686,0.019975744792753984,1335,1.5730337078651686,"If I let one person violate the laws of physics, soon everyone will.",623,192,381,762,1335,49
49,49,4255,1.5695866514979142,0.013304840165420974,2637,1.5695866514979142,Does he know DOWN?,623,292,918,1427,2637,50
50,50,2850,1.5638888888888889,0.016815646708886585,1800,1.5638888888888889,"Unless this is Thanksgiving and your name’s Macy, you’re coming with me.",623,236,542,1022,1800,51
51,51,918,1.5568258238063215,0.018262221144041663,1487,1.5568258238063215,Dog catcher? No. I'm from the FAA.,623,185,458,844,1487,52
52,52,2453,1.5524193548387095,0.016278557554383927,1984,1.5524193548387095,Can he do any tricks?,623,276,544,1164,1984,53
53,53,5241,1.548758865248227,0.015628929659944085,2256,1.548758865248227,"Sir, I'm going to have to ask you to go fly a kite.",623,342,554,1360,2256,54
54,54,1732,1.5451505016722409,0.014236214589764144,2392,1.5451505016722409,His addiction started when we let him stick his head out of the car window.,623,283,738,1371,2392,55
55,55,4478,1.5420760358821015,0.014856738002641324,2341,1.5420760358821015,"I don't care if it is an emotional support kite, it's not allowed here.",623,314,641,1386,2341,56
56,56,2056,1.540095361941916,0.014425419087994138,2307,1.540095361941916,No problem. He's an Airedale.,623,267,712,1328,2307,57
57,57,6237,1.5344387755102042,0.017841641395106418,1568,1.5344387755102042,Is he an Airedale or a Skye Terrier?,623,196,446,926,1568,58
58,58,2507,1.5335820895522387,0.02445458664594749,804,1.5335820895522387,That'd better be rain I'm feeling.,623,93,243,468,804,59
59,59,5721,1.5301698886936146,0.017246535862414987,1707,1.5301698886936146,"No,sir,the saying is let sleeping dogs lie.",623,221,464,1023,1708,60
60,60,5126,1.5240096038415367,0.017272284356784462,1666,1.5240096038415367,It's the damnedest thing. He always used to chase the helium truck and then one day he caught it.,623,206,461,999,1666,61
61,61,395,1.5207373271889402,0.017526926201722817,1736,1.5207373271889402,I told you last time.  Curb your dog.,623,246,412,1078,1736,62
62,62,3988,1.5196759259259258,0.017097106614492225,1728,1.5196759259259258,I thought I would let sleeping dogs fly.,623,221,457,1051,1729,63
63,63,1841,1.5166666666666666,0.024620438080106832,720,1.5166666666666666,Glad to see you have him on a leash today.,623,67,238,415,720,64
64,64,188,1.512610770279482,0.017683551631781914,1467,1.512610770279482,The man in the open convertible would like to have a word with you.,623,153,446,868,1467,65
65,65,3880,1.5124508519003932,0.017617148919876275,1526,1.5124508519003932,Be sure to clean up after your kite.,623,171,441,915,1527,66
66,66,1571,1.5104072398190045,0.022031444508609613,1105,1.5104072398190045,Land Rover!,623,158,248,699,1105,67
67,67,2954,1.5095367847411445,0.017331224202332806,1468,1.5095367847411445,Investigating reports of a dog chasing kites.  Seen anything?,623,140,468,860,1468,68
68,68,4779,1.5067615658362992,0.018880492522801873,1405,1.5067615658362992,"Did you just come from the vet, because you're dog is high as a kite.",623,176,360,869,1405,69
69,69,86,1.504950495049505,0.02809953574146623,606,1.504950495049505,I don't care if he is IS an airedale.,623,69,168,369,606,70
70,70,4805,1.5026455026455026,0.020529320061726475,1134,1.5026455026455026,Nice work. I can't even get mine to stop drinking out of the toilet.,623,129,312,693,1134,71
71,71,5007,1.5022831050228311,0.01859399393385012,1314,1.5022831050228311,"Pigs, sir. When pigs will fly.",623,134,392,788,1314,72
72,72,5968,1.5011764705882351,0.019564442379091097,1275,1.5011764705882351,"She’ll have to come down sir, she’s higher than a kite.",623,151,336,788,1275,73
73,73,5119,1.5009596928982725,0.0309937720958832,521,1.5009596928982725,"Sir, we've received complaints of a howling wind.",623,65,131,325,521,74
74,74,434,1.5008726003490402,0.02057532189649724,1146,1.5008726003490402,"Well, for starters, the law of gravity.",623,134,305,706,1145,75
75,75,4107,1.5,0.019250776239951625,1266,1.5,Excuse me sir - is that an Airedale?,623,139,356,772,1267,76
76,76,5701,1.4996041171813144,0.019622951470570492,1263,1.4996041171813144,"And how long ago did he eat the brownies, sir?",623,149,333,781,1263,77
77,77,189,1.499601593625498,0.019358124126447385,1255,1.499601593625498,Having a tail doesn't make it a kite!,623,138,351,766,1255,78
78,78,5146,1.499601593625498,0.019796293215050997,1255,1.499601593625498,"Ignoring the sign is one thing, but willfully ignoring the laws of gravity, mister, is another.",623,152,324,780,1256,78
79,79,1733,1.4979757085020242,0.01957133747147635,1235,1.4979757085020242,"No, sir- - it’s when pigs fly.",623,138,340,758,1236,80
80,80,6090,1.4971334971334966,0.01995618189757603,1221,1.4971334971334966,"Sorry sir, no Emotional Support Kites allowed.",623,144,319,758,1221,81
81,81,3984,1.4923371647509578,0.029858934751743563,522,1.4923371647509578,I think we both know what's up.,623,56,145,321,522,82
82,82,2029,1.4915705412599822,0.02050714532791815,1127,1.4915705412599822,It's important he gets the scent right away. After 24 hrs these missing kites are almost impossible to find.,623,126,302,699,1127,83
83,83,2615,1.4914950760966876,0.019626301544871598,1117,1.4914950760966876,You are required to pick up after your kite.,623,101,348,669,1118,84
84,84,5260,1.4912280701754386,0.02096864681984318,1140,1.4912280701754386,Is that were a pig it would explain Trump's election.,623,143,274,723,1140,85
85,85,4958,1.4861244019138755,0.022083471292529862,1045,1.4861244019138755,Man kites dog,623,135,237,672,1044,86
86,86,6116,1.485408560311284,0.021183957665349442,1028,1.485408560311284,He's a little gassy today,623,109,282,638,1029,87
87,87,3932,1.4842958459979736,0.02191779359201997,987,1.4842958459979736,"Got a report of some guy walking his dog in the park, against regulations. You seen anything?",623,110,257,620,987,88
88,88,6210,1.4834782608695651,0.02804507827817077,575,1.4834782608695651,"Actually, the barking is not what people are complaining about.",623,58,162,355,575,89
89,89,519,1.4809999999999999,0.020978061852303675,1000,1.4809999999999999,"Sir, I know that wasn't rain",623,95,291,614,1000,90
90,90,6391,1.4795383001049318,0.022901850071857386,953,1.4795383001049318,He saw a flying squirrel.,623,119,219,615,953,91
91,91,4215,1.4794952681388012,0.02334452166621426,951,1.4794952681388012,"Sir, people can barely cope with birds pooping on them.",623,127,201,622,950,92
92,92,1068,1.4782157676348548,0.02118253903200252,964,1.4782157676348548,Is there a reason he's not wearing a collar?,623,88,285,591,964,93
93,93,5106,1.4777898158179847,0.021715278129361797,923,1.4777898158179847,It turns out old dogs CAN learn new tricks.,623,86,270,568,924,94
94,94,2333,1.4769560557341908,0.02281826587658577,933,1.4769560557341908,He's my seeing eye dog. I'm just taking a look around.,623,110,225,598,933,95
95,95,1618,1.476683937823834,0.02426933752850318,772,1.476683937823834,It was on his bucket list.,623,79,210,483,772,96
96,96,3815,1.476243093922652,0.023446168375011504,905,1.476243093922652,"Sir, there’s a leash law and the law of gravity. I’m fining you for both.",623,112,207,586,905,97
97,97,165,1.475501113585746,0.022171334272593324,898,1.475501113585746,I've had complaints that you're not picking up after your kite.,623,86,255,557,898,98
98,98,5748,1.4752688172043011,0.02151509670711024,930,1.4752688172043011,"Stickin' his head out the car window not enough?""",623,84,274,572,930,99
99,99,1793,1.4725274725274726,0.024255049942377288,819,1.4725274725274726,That's right. And we also require a permit to fly fish.,623,95,197,527,819,100
100,100,4019,1.471251409244645,0.021669279116508563,887,1.471251409244645,Pretty good with such a short tail.,623,74,270,543,887,101
101,101,2625,1.4675324675324677,0.02256495853329931,847,1.4675324675324677,Well officer... what exactly does it look like I am doing?,623,77,242,528,847,102
102,102,2031,1.4670807453416148,0.023531222367679218,805,1.4670807453416148,First they told me no flying kites at the dog park and now you're telling me no flying dogs at the kite park.  Where am I suppose to fly this guy?,623,79,218,508,805,103
103,103,2839,1.4658385093167705,0.022930406176160108,805,1.4658385093167705,We're looking for a missing dog. Seen anything suspicious?,623,70,235,500,805,104
104,104,1053,1.4652338811630847,0.0246206616060432,791,1.4652338811630847,"Yes sir, I am absolutely certain that  it was not one of the other kites that pooped.",623,91,186,514,791,105
105,105,3477,1.4651810584958218,0.026097712507667795,718,1.4651810584958218,"He ain't nothin' but a hound dog, flyin' all the time.",623,86,162,470,718,106
106,106,4815,1.4645569620253165,0.02404945073845294,790,1.4645569620253165,I think your dog has gas.,623,82,203,505,790,107
107,107,644,1.4642857142857142,0.02402054998892978,812,1.4642857142857142,"The saying is, ""Let sleeping dogs LIE.""",623,89,199,524,812,108
108,108,3785,1.463508322663252,0.02491688100439804,781,1.463508322663252,Before I give you a citation:  How DOES that doggie in the wind blow?,623,92,178,511,781,109
109,109,3374,1.4612352168199738,0.024568565792328318,761,1.4612352168199738,"I’m sorry, sir... only service-animal kites are permitted in this park.",623,80,191,490,761,110
110,110,1213,1.460655737704918,0.027333896207718214,610,1.460655737704918,"Sir, your dog seems rather high-strung.",623,63,155,392,610,111
111,111,99,1.4598930481283423,0.023622438175842943,748,1.4598930481283423,Even if it is a Skye Terrier you still have to use the dog park.,623,63,218,467,748,112
112,112,4825,1.4595300261096606,0.02416705480631781,766,1.4595300261096606,SPCA? I'm actually here with the FAA.,623,76,200,490,766,113
113,113,5981,1.4570637119113574,0.024013013775965642,722,1.4570637119113574,I'm taking him out for some air.,623,61,209,453,723,114
114,114,1820,1.4569892473118282,0.023932650847127937,744,1.4569892473118282,"Well, tell him to hold it. We're getting complaints.",623,66,208,470,744,115
115,115,2806,1.45578231292517,0.024967788667499314,735,1.45578231292517,"I'm sorry, sir, but it's against park rules to let sleeping dogs fly.",623,77,181,477,735,116
116,116,5589,1.4542857142857142,0.024659427307091298,700,1.4542857142857142,The high-pitched bark is from helium. He'll be coming down any second now.,623,62,194,444,700,117
117,117,641,1.4503816793893132,0.02497225879111287,655,1.4503816793893132,"I'll need to see his rabies tag, shot records, and pilot's license.",623,52,190,412,654,118
118,118,6427,1.44947209653092,0.026233662081572517,663,1.44947209653092,In this park disobeying the laws of physics is strictly prohibited.,623,69,160,434,663,119
119,119,5775,1.448377581120944,0.02432933371375037,678,1.448377581120944,He just doesn’t identify as a dog anymore,623,52,200,426,678,120
120,120,1789,1.4479166666666667,0.026438171746232333,672,1.4479166666666667,"I'm sorry, Sir. But this park is only for right-handed people. I'll have to ask you to leave.",623,75,152,446,673,121
121,121,975,1.4477611940298507,0.02559649766045422,670,1.4477611940298507,"I'm sorry, sir, but the law of gravity applies to everyone.",623,64,172,434,670,122
122,122,4549,1.4462934947049924,0.0249853677007719,661,1.4462934947049924,Have you tried Down Boy?,623,55,186,421,662,123
123,123,5628,1.445839874411303,0.02578609568227048,637,1.445839874411303,He likes the tail wind.,623,56,172,409,637,124
124,124,4598,1.4458015267175572,0.026719458077710992,655,1.4458015267175572,"Sir, All dogs go to heaven. Just let go!",623,72,148,435,655,125
125,125,2781,1.44375,0.027442098312281213,640,1.44375,My wife said I’ll win the Caption Contest when dogs fly.,623,75,134,431,640,126
126,126,3341,1.4393442622950818,0.02667096006237472,610,1.4393442622950818,"Sorry, but that's just not going to fly.",623,57,154,399,610,127
127,127,1443,1.4378109452736318,0.02808944667889297,603,1.4378109452736318,"Now we’ve talked about this sort of thing before, Governor Romney.",623,69,126,408,603,128
128,128,681,1.4376039933444262,0.026847185189660387,601,1.4376039933444262,The dog park is open now. Thanks for waiting.,623,56,151,394,601,129
129,129,3978,1.4376039933444262,0.025140214107370624,601,1.4376039933444262,"Technically, officer, this IS a leash.",623,40,183,378,601,129
130,130,3750,1.4365482233502538,0.026956178776348743,591,1.4365482233502538,"Airedale, right?",623,54,150,387,591,131
131,131,3820,1.4365482233502538,0.027690898341740308,591,1.4365482233502538,"I can see he's an airedale,sir, but you still can't do that.",623,61,136,394,591,131
132,132,4156,1.4355932203389832,0.02633735787039656,590,1.4355932203389832,Someone with a squirrel kite wants you to leave.,623,48,161,381,590,133
133,133,4197,1.4344827586206896,0.026817271593269576,580,1.4344827586206896,Well all the PETA folks get mad when I leave him in the car.,623,50,153,378,581,134
134,134,1217,1.4337979094076656,0.02773406604849713,574,1.4337979094076656,May I suggest that you just mix some beano in with his kibble.,623,56,137,381,574,135
135,135,953,1.4328097731239091,0.026528568063424424,573,1.4328097731239091,What do you expect me to do? There was no wind at the dog park.,623,45,158,370,573,136
136,136,910,1.431372549019608,0.028967013365366414,561,1.431372549019608,I don't care if he identifies as a kite.,623,63,116,382,561,137
137,137,1600,1.4298561151079137,0.027670387805334144,556,1.4298561151079137,He's more bark than kite.,623,50,139,367,556,138
138,138,917,1.4290909090909092,0.027583262709490398,550,1.4290909090909092,His dog license is fine - I need see to his pilot's license.,623,48,141,362,551,139
139,139,3730,1.4290909090909092,0.028235903636969182,550,1.4290909090909092,"What do you mean ""define kite""?",623,53,130,367,550,139
140,140,4270,1.4280442804428044,0.025965588406641985,542,1.4280442804428044,"And you walked your dog before you flew him, right?",623,33,167,343,543,141
141,141,1872,1.426614481409002,0.030028703703847207,511,1.426614481409002,It's pissing in the wind we're worried about,623,55,108,348,511,142
142,142,1017,1.4253308128544424,0.03017372077205052,529,1.4253308128544424,I think your dog's eating too much fiber.,623,63,100,367,530,143
143,143,1740,1.4253308128544424,0.028147930247436486,529,1.4253308128544424,He identifies as a kite,623,46,133,350,529,143
144,144,2575,1.4253308128544424,0.029513911000712274,529,1.4253308128544424,Try introducing new kibble gradually. Makes them less gassy.,623,57,111,361,529,143
145,145,307,1.424761904761905,0.029368619223962857,525,1.424761904761905,'Rain' is not yellow...,623,55,114,357,526,146
146,146,365,1.4238921001926783,0.029674997525745588,519,1.4238921001926783,"Well, SOMEONE'S kite peed on my head.",623,55,110,354,519,147
147,147,2875,1.4236947791164658,0.028255373059052038,498,1.4236947791164658,Try a shorter leash.,623,38,135,325,498,148
148,148,4878,1.423597678916828,0.027804047286260028,517,1.423597678916828,How convenient. The tail came with it.,623,40,139,338,517,149
149,149,2807,1.4224806201550388,0.026090949702515114,516,1.4224806201550388,My dog is on a leash.,623,28,163,326,517,150
150,150,4643,1.4224806201550388,0.041997455515375516,258,1.4224806201550388,Just be careful of flying squirrels. When they're around it's like the kite has a mind of its own.,623,27,55,176,258,150
151,151,229,1.4221311475409837,0.028500361540954436,488,1.4221311475409837,"Yes sir, I realize that he's not actually touching the park. But there are still no dogs allowed.",623,37,132,319,488,152
152,152,1906,1.421259842519685,0.030003234960259268,508,1.421259842519685,This levity doesn’t detract from the gravity of your situation,623,54,106,348,508,153
153,153,537,1.4209486166007903,0.028894361758781108,506,1.4209486166007903,"Sir, I'm afraid I'm standing in the reason I stopped you for!",623,45,123,338,506,154
154,154,62,1.4193548387096775,0.028310049770429287,496,1.4193548387096775,That'd better be an emotional support kite.,623,38,132,326,496,155
155,155,1800,1.4161490683229814,0.029554887804247507,483,1.4161490683229814,He’s dreaming.,623,43,115,325,483,156
156,156,3665,1.4161490683229814,0.029987729569899764,483,1.4161490683229814,He ate all my marijuana brownies.,623,46,109,328,483,156
157,157,3791,1.4161490683229814,0.029987729569899764,483,1.4161490683229814,It was fight or flight.,623,46,109,328,483,156
158,158,5754,1.4161490683229814,0.030555315417645706,483,1.4161490683229814,"Because no one else's kite has genitalia, that's why!",623,50,101,332,483,156
159,159,2186,1.4161073825503356,0.0374911290532309,298,1.4161073825503356,"We only allow pigs to fly here, Sir.",623,26,72,200,298,160
160,160,5830,1.414736842105263,0.030343129281314395,475,1.414736842105263,Hey Bub...Gravity..it's not just a suggestion...it's the law!,623,46,105,324,475,161
161,161,6020,1.4143763213530656,0.029385422717614563,473,1.4143763213530656,"If he tries to mark his territory again, I’ll have to ask you to leave.",623,39,118,316,473,162
162,162,510,1.4136460554371002,0.030467884550457718,469,1.4136460554371002,"Officer, let’s let sleeping dogs fly!",623,45,104,320,469,163
163,163,1224,1.4136460554371002,0.029402522733718312,469,1.4136460554371002,Its hard to keep a good dog down.,623,38,118,313,469,163
164,164,6121,1.4129032258064516,0.030953409425862936,465,1.4129032258064516,I see you finally got your kite fixed.,623,47,98,320,465,165
165,165,798,1.4116379310344829,0.028815099986127687,464,1.4116379310344829,I don't CARE if he THINKS he's a kite.,623,33,125,306,464,166
166,166,5341,1.4112554112554112,0.029699381826016936,462,1.4112554112554112,The lady with the hydrant balloon already left.,623,38,114,310,462,167
167,167,879,1.4104803493449782,0.028901258875346964,458,1.4104803493449782,I believe the sign says “No dogs ON the lawn”,623,32,124,302,458,168
168,168,4232,1.4104803493449782,0.03066581207858967,458,1.4104803493449782,"Try it more authoritatively, “Down, boy.”",623,43,102,313,458,168
169,169,4487,1.4104803493449782,0.029148170547873883,458,1.4104803493449782,He's just always been kind of a free spirit.,623,34,121,304,459,168
170,170,5773,1.40929203539823,0.030471651454277264,452,1.40929203539823,"Of course I remember you, sir. Your kite urinated on my leg last Sunday.",623,40,105,307,452,171
171,171,4968,1.4084821428571428,0.03098402857040795,448,1.4084821428571428,"All bark and no kite, huh?",623,42,99,307,448,172
172,172,6099,1.4084821428571428,0.030250083517539376,448,1.4084821428571428,"If you love him, let him go.",623,38,108,303,449,172
173,173,960,1.4076576576576576,0.030686228537659614,444,1.4076576576576576,Wait. No. The man I'm looking for was flying a collie.,623,39,103,302,444,174
174,174,1085,1.4063926940639269,0.03029432372663107,438,1.4063926940639269,It's less a leash law violation and more of an air drop concern.,623,35,108,295,438,175
175,175,3277,1.4063926940639269,0.03197242534511475,438,1.4063926940639269,"Sir, it's obvious from here that your dog is not neutered.",623,45,88,305,438,175
176,176,5222,1.4063926940639269,0.030976475316148017,438,1.4063926940639269,I don't care if he's 'above the law.',623,39,100,299,438,175
177,177,1699,1.4055299539170507,0.029597931483156825,434,1.4055299539170507,"And that's a service kite, right?",623,30,116,288,434,178
178,178,2976,1.4051522248243558,0.031361508958962045,427,1.4051522248243558,"Not only are you flouting the rules, you are wantonly defying gravity",623,38,97,292,427,179
179,179,3175,1.4050925925925926,0.030226153063122638,432,1.4050925925925926,I'm investigating some missing helium.,623,33,109,290,432,180
180,180,1109,1.402948402948403,0.032066939085298965,407,1.402948402948403,"Mr. Larson, for the last time there will be no Far Side shenanigans in this park.",623,36,92,279,407,181
181,181,1625,1.4028103044496487,0.029352074544698143,427,1.4028103044496487,We were playing Frisbee at the dog park and he just took off.,623,27,118,282,427,182
182,182,3291,1.4023529411764706,0.03162257014559037,425,1.4023529411764706,She got into the helium again?,623,39,93,293,425,183
183,183,4348,1.4023529411764706,0.031002277587989405,425,1.4023529411764706,"Whaddaya mean he doesn't know the command ""down boy?",623,36,100,290,426,183
184,184,5174,1.4020618556701032,0.03153022489851587,388,1.4020618556701032,This wasn't what I had in mind when I asked you to keep him off the grass.,623,28,100,260,388,185
185,185,236,1.4018912529550829,0.030465383594094113,423,1.4018912529550829,"Please curb your kite, sir.",623,32,106,285,423,186
186,186,4856,1.4018912529550829,0.03207766425712062,423,1.4018912529550829,"So, you're telling me that this is a service kite.",623,41,88,294,423,186
187,187,4875,1.4018912529550829,0.03137132645356259,423,1.4018912529550829,Bird dog?,623,37,96,290,423,186
188,188,2049,1.4014251781472684,0.03129370780238764,421,1.4014251781472684,What did you feed him? He's as high as a kite!,623,36,97,288,421,189
189,189,1054,1.4009546539379476,0.03084565369896884,419,1.4009546539379476,"I don't care if it is an Airedale, you can't fly it here.",623,33,102,284,419,190
190,190,2161,1.4009546539379476,0.030096131482390664,419,1.4009546539379476,I’m going to have to book you for violating the laws of physics.,623,29,110,280,419,190
191,191,3606,1.4009546539379476,0.03264425534294079,419,1.4009546539379476,"I flew a cat for a while, but putting a leash on it just looked ridiculous",623,43,82,294,419,190
192,192,4383,1.4004914004914004,0.0327026170872041,407,1.4004914004914004,"Sir, we don't allow mixed metaphors here...""",623,39,84,284,407,193
193,193,835,1.4,0.03427589281431343,380,1.4,I know he's paper trained. That's why the kite flyers are complaining.,623,39,74,267,380,194
194,194,4924,1.4,0.03215120553666921,415,1.4,"I'm more interested in why than how, sir.",623,39,88,288,415,194
195,195,4282,1.3995157384987893,0.03133563310270013,413,1.3995157384987893,"Sorry, sir. Only pigs are allowed.",623,34,97,282,413,196
196,196,881,1.3980343980343979,0.03164921586324882,407,1.3980343980343979,You say it’s a kite string; I say it’s a leash.,623,34,94,279,407,197
197,197,2124,1.3980343980343979,0.03314363510228021,407,1.3980343980343979,He’s my seeing high dog.,623,42,78,287,407,197
198,198,6154,1.3980343980343979,0.03028115985399608,407,1.3980343980343979,Are you aware of the six foot leash limit?,623,27,108,272,407,197
199,199,1694,1.3970223325062034,0.03535262645435465,403,1.3970223325062034,The difference between President Trump and a flying dog is the letter the F.,623,53,54,296,403,200
200,200,3962,1.3970223325062034,0.03067861881951995,403,1.3970223325062034,"My head says put him down, but my heart says to just let him go.",623,28,104,271,403,200
201,201,6138,1.3959899749373434,0.0320806137490543,399,1.3959899749373434,Well it’s a fight-or-flight response.,623,34,90,275,399,202
