target_id,mean,precision,count,score,caption,contest,funny,somewhat_funny,unfunny,counts,rank
5795,1.6616915422885572,0.02182109311897128,1206,1.6616915422885572,He's a great artist but he also ate my wife so...my opinion is mixed.,590,211,376,619,1206,59
5814,1.658504301786896,0.01953599640835571,1511,1.658504301786896,I've never seen a crayonasaurus rex in action!,590,266,464,782,1512,60
445,1.6571271326362136,0.017688318582936853,1817,1.6571271326362136,"Draws like Picasso, but tastes like chicken.",590,312,571,935,1818,61
4506,1.6566347469220246,0.01620566318760044,2193,1.6566347469220246,They won't believe this in a million years.,590,384,672,1137,2193,62
2297,1.6510560146923785,0.01613112599134269,2178,1.6510560146923785,The moment he goes extinct the value will triple,590,370,679,1130,2179,63
300,1.6460234680573664,0.019176606595748127,1534,1.6460234680573664,But is it art?,590,257,477,800,1534,64
2205,1.6442748091603054,0.01660694792433268,1965,1.6442748091603054,"Normally, I would just bludgeon and eat him but I'm dying to see how the story ends.",590,307,652,1006,1965,65
1180,1.6434108527131783,0.019821646349841373,1419,1.6434108527131783,Of course he agreed to a 50% commission. He's got a brain the size of a walnut.,590,233,448,739,1420,66
1882,1.635743519781719,0.018977575289087768,1466,1.635743519781719,Imagine what he could do if he had thumbs.,590,217,498,751,1466,67
4988,1.6345628415300546,0.019199102331125862,1464,1.6345628415300546,We are SO not that hairy... but those long pointy stick things seem like a great idea,590,225,479,760,1464,68
521,1.6338736724427054,0.01694246911771758,1789,1.6338736724427054,"Me, not so much, but he really nailed you.",590,252,631,907,1790,69
1483,1.633587786259542,0.01938225898861964,1441,1.633587786259542,"When he's extinct, they'll be worth a fortune.",590,223,468,751,1442,70
3452,1.6318096430807765,0.018416818986647984,1597,1.6318096430807765,I'm worried it might be a menu.,590,247,516,835,1598,71
4874,1.6286353467561518,0.017255943327628247,1788,1.6286353467561518,"Uh oh, I think that's his grocery list.",590,267,590,931,1788,72
2618,1.6237437185929648,0.018411726193304945,1592,1.6237437185929648,I'm more concerned about him standing on two feet.,590,242,508,842,1592,73
2616,1.62273276904474,0.026014513207567008,827,1.62273276904474,"If the dinosaurs keep up this whole ""art as a career"" thing, they'll be wiped out in no time.",590,134,247,446,827,74
3401,1.6216897856242118,0.018710204493556704,1586,1.6216897856242118,They'll never guess this in a million years.,590,254,479,854,1587,75
5329,1.621602787456446,0.019110529716759847,1435,1.621602787456446,Looks a little primitive if you ask me.,590,207,478,750,1435,76
273,1.621536523929471,0.018360270938883143,1588,1.621536523929471,I much prefer his Jurassic Period.,590,238,511,839,1588,77
1857,1.621384750219106,0.021997904101804588,1141,1.621384750219106,"Oh no, you go first - I’m not the one who wrote his last show was “primitive deconstruction fit only for the reptilian brain.”",590,181,348,613,1142,78
410,1.6179146256123162,0.01920166121876257,1429,1.6179146256123162,Pre-modernism.,590,208,468,754,1430,79
1077,1.6170212765957446,0.025383112860652958,799,1.6170212765957446,I prefer his earlier work.,590,111,271,417,799,80
3087,1.6168478260869563,0.01961267159979464,1472,1.6168478260869563,No one's gonna believe us in a million years!,590,243,423,807,1473,81
4801,1.6131597975415763,0.01973027661222255,1383,1.6131597975415763,"Look, if 'you could do that' you would have done it, okay?",590,208,432,743,1383,82
4075,1.6128571428571428,0.01860783963327588,1400,1.6128571428571428,"Not yet, I want to see how he ends it.",590,173,512,715,1400,83
2993,1.6108228317272053,0.02010012577134545,1349,1.6108228317272053,When he's extinct we can take credit for this.,590,207,410,732,1349,84
5996,1.6088617265087852,0.02011456111013711,1309,1.6088617265087852,"Oh, great! This one keeps a food diary.",590,191,416,703,1310,85
2532,1.608812949640288,0.02151421104620848,1112,1.608812949640288,He posts way too much on his wall.,590,153,370,588,1111,86
634,1.6083916083916083,0.021626349134030328,1144,1.6083916083916083,So _that's_ what those little arms are for.,590,169,357,618,1144,87
4994,1.6067551266586249,0.0254846489764688,829,1.6067551266586249,"If he starts drawing two guys with clubs, run like hell.",590,124,255,450,829,88
416,1.6050870147255691,0.02670786777721604,747,1.6050870147255691,"I know it's the last one, but I'm pretty hungry.",590,109,233,404,746,89
315,1.6038047973531844,0.02087170335737217,1209,1.6038047973531844,"If he invites you in to see his etchings, don't go.",590,173,383,652,1208,90
1261,1.6001727115716753,0.021000453498174188,1158,1.6001727115716753,And all these years I thought it was you.,590,157,382,620,1159,91
3266,1.5996518711923409,0.02172987565148922,1149,1.5996518711923409,You watch: He'll only get famous when he's extinct.,590,174,342,634,1150,92
4425,1.5994741454864154,0.02144078609851552,1141,1.5994741454864154,"After we eat him, I’m signing that.",590,162,360,619,1141,93
5787,1.5975,0.02624839824661957,800,1.5975,There goes our security deposit.,590,124,230,446,800,94
5560,1.5971093044263776,0.02197639807849288,1107,1.5971093044263776,They're going to be even more valuable when he's extinct.,590,163,336,609,1108,95
1259,1.5969341749323716,0.022149382472837927,1109,1.5969341749323716,It'll be worth more once he's extinct.,590,168,326,615,1109,96
1544,1.5959798994974874,0.022876293243716532,995,1.5959798994974874,"My left brain says to kill and eat him, but my right brain says I should hire him to paint my den.",590,139,315,541,995,97
751,1.5959780621572213,0.022088833002888858,1094,1.5959780621572213,"I told you to teach him to fetch, but, noooo, you said, let him express himself.",590,160,332,602,1094,98
1881,1.5921182266009852,0.022993342512936776,1015,1.5921182266009852,"He could have been a great hunter-gatherer, but you let him go to that damn liberal arts school",590,150,302,564,1016,99
5539,1.5914396887159532,0.02258253175897872,1028,1.5914396887159532,We need to invent the door.,590,145,318,565,1028,100
383,1.5900497512437812,0.022240477850981016,1005,1.5900497512437812,His work hasn't fully evolved yet.,590,128,337,540,1005,101
2213,1.587995930824008,0.02339059935216167,983,1.587995930824008,Let's try another place. Something about the menu here makes me uncomfortable.,590,145,288,550,983,102
4249,1.5874704491725768,0.024297225169805745,846,1.5874704491725768,I know it's expensive. But these days you just can't sell a cave without home staging.,590,109,280,458,847,103
5078,1.5874015748031496,0.028582481120021593,635,1.5874015748031496,I just don't get modern art.,590,88,198,350,636,104
592,1.5827886710239651,0.02348282439381949,918,1.5827886710239651,Am I really that fat?,590,120,294,503,917,105
1037,1.58165548098434,0.023913575963807613,894,1.58165548098434,"It's your cave, YOU tell him his perspective is all wrong.",590,119,281,494,894,106
2025,1.58165548098434,0.02430325195226165,894,1.58165548098434,He's in his Jurassic period.,590,127,266,501,894,106
3093,1.5802047781569966,0.024229988568056263,879,1.5802047781569966,"You know they’re going to blame us for this, right?",590,120,271,489,880,108
2431,1.5793650793650793,0.0242763925035026,882,1.5793650793650793,"Yet when I try to house break him, he acts like he can't understand a thing.",590,121,268,492,881,109
1998,1.5792474344355758,0.024114412726312658,877,1.5792474344355758,I called them prehistoric and I thought he was going to bite my head off.,590,117,275,486,878,110
5617,1.5788262370540849,0.023927477343436004,869,1.5788262370540849,Why does he always make me look fat?,590,110,283,476,869,111
3947,1.5786452353616534,0.024459875253505715,871,1.5786452353616534,Its another damn Interiordecorasauris.,590,121,263,488,872,112
5559,1.5785219399538106,0.02399122853643602,866,1.5785219399538106,Damn... we're still on the menu.,590,110,281,475,866,113
4563,1.5778546712802768,0.024630499627515984,867,1.5778546712802768,"It's a bit primitive, don't you think?",590,122,257,488,867,114
3426,1.5774155995343422,0.02464368884670251,859,1.5774155995343422,"Impressive yes, but is it art?",590,119,258,482,859,115
5421,1.5764705882352938,0.02506913911510943,850,1.5764705882352938,"My wife wanted to go with a floral motif, but I said “Not in my man cave.”",590,123,244,483,850,116
1907,1.5756410256410256,0.02512393753112499,780,1.5756410256410256,Careful. He's already eaten one art critic.,590,97,256,428,781,117
2170,1.574698795180723,0.02490753971118422,830,1.574698795180723,Big whoop. It's not like he invented the wheel.,590,112,253,465,830,118
3220,1.5743902439024389,0.026607809251251845,820,1.5743902439024389,See? They are taking all of our jobs. We need to make the Stone Age Great Again.,590,137,196,487,820,119
942,1.573547589616811,0.02570387185160371,809,1.573547589616811,"After he's extinct, it could be worth a fortune.",590,117,230,462,809,120
6009,1.5732009925558312,0.025659050107021245,806,1.5732009925558312,We're lucky we found him. Craftsmen who can do this type of work are practically extinct.,590,115,232,459,806,121
3712,1.5723192019950123,0.02533413699480662,802,1.5723192019950123,You told me you drew those. What else have you been lying about?,590,108,243,451,802,122
888,1.5719602977667493,0.024495787825235083,806,1.5719602977667493,"Hold up, I want to see how the story ends!!",590,96,269,441,806,123
2374,1.5719602977667493,0.024994067163714863,806,1.5719602977667493,I liked his Jurassic period better.,590,104,253,449,806,123
5470,1.5690322580645162,0.02714674062763809,775,1.5690322580645162,He's going to evolve into a thesaurus.,590,126,189,460,775,125
1975,1.568062827225131,0.02534511074877109,764,1.568062827225131,You club him. We add a couple of hand prints. It'll be huge.,590,93,247,423,763,126
4608,1.568062827225131,0.026242946093165,764,1.568062827225131,"Yeah, but once that asteroid hits, we’ll get all the credit.",590,107,220,437,764,126
524,1.5678851174934725,0.027338650080779164,766,1.5678851174934725,My instinct is to kill him and take all the credit.,590,125,185,456,766,128
5925,1.5671052631578948,0.02602112084994297,760,1.5671052631578948,"Most people train their pet to hunt, Brian",590,102,227,431,760,129
2235,1.5666666666666669,0.027087248527387447,750,1.5666666666666669,So annoying. He won't eat anything without posting a picture of it.,590,114,197,439,750,130
2877,1.5664893617021276,0.025480742353009213,752,1.5664893617021276,"As usual, we're going to get blamed for this!",590,91,244,417,752,131
2517,1.56631299734748,0.02697669680239342,754,1.56631299734748,There he goes again—spreading fake news!,590,114,199,441,754,132
5813,1.56631299734748,0.024513842421406085,754,1.56631299734748,"I admit, the work has a certain primitive appeal to it.",590,78,271,405,754,132
5888,1.56631299734748,0.025808847740750984,754,1.56631299734748,"We didn’t really discover fire, either.",590,97,234,424,755,132
5095,1.5658602150537635,0.025261940149023544,744,1.5658602150537635,He's pretty good but he has no perspective.,590,85,251,408,744,135
2274,1.5656836461126005,0.02612361535674296,746,1.5656836461126005,He's been drawing me fatter since I made that extinction joke.,590,98,226,422,746,136
2815,1.5634028892455858,0.027226227311182884,623,1.5634028892455858,"He's good, but he'll never be discovered.",590,67,217,339,623,137
2210,1.5630498533724342,0.02652576244478466,682,1.5630498533724342,"Sure he's a monster, but you have to separate the art from the artist.",590,80,225,378,683,138
5833,1.5626740947075208,0.02665192642533674,718,1.5626740947075208,"We're gonna take credit for this, right?",590,95,215,409,719,139
3352,1.5615275813295617,0.02555911008815666,707,1.5615275813295617,"We decided to go Primitive with the front foyer, and then Contemporary for the den.",590,76,245,386,707,140
5536,1.5615275813295617,0.027081462746238964,707,1.5615275813295617,His work is really evolving.,590,96,205,406,707,140
4819,1.5610795454545454,0.026109078406232108,704,1.5610795454545454,"It has the pretensions of the Cretaceous period, but we all know he's stuck in the Jurassic.",590,82,231,391,704,142
4851,1.5610795454545454,0.026109078406232108,704,1.5610795454545454,"Great, now we'll never sell this place.",590,82,231,391,704,142
5502,1.560627674750357,0.02777949374482532,701,1.560627674750357,"Dave, its like watching a Weinstein film. Can you really separate the art from the predator that made it?",590,103,187,411,701,144
2959,1.5601719197707735,0.02765104057704774,698,1.5601719197707735,"Frankly, everything after his Triassic Period has been rather jejune.",590,100,191,407,698,145
5507,1.5601719197707735,0.02658997551639849,698,1.5601719197707735,Do you think he made me look fat?,590,86,219,393,698,145
5150,1.559157212317666,0.02795835632229382,617,1.559157212317666,"These drawings would be worth a lot more if he were to ""accidentally go extinct"".",590,73,200,345,618,147
4706,1.5590778097982712,0.02724802810734678,694,1.5590778097982712,Random selection my ass.,590,93,202,399,694,148
2614,1.5584795321637428,0.026564109619530624,684,1.5584795321637428,"The critics are all saying that once they’re extinct, it will really be worth something.",590,81,221,383,685,149
4113,1.5580029368575623,0.028226756297619164,681,1.5580029368575623,"Here's the plan: we discover fire, cook him medium rare, and take credit for the art.",590,100,179,402,681,150
4783,1.5572065378900446,0.025843152408997226,673,1.5572065378900446,I was also impressed until I realized he’s menu planning.,590,68,239,366,673,151
4115,1.5567164179104478,0.02669189746806204,670,1.5567164179104478,You know who's gonna get blamed for this,590,77,219,374,670,152
1525,1.5550527903469082,0.027821974526030455,663,1.5550527903469082,He’s painting his “Last Supper”.,590,88,192,383,663,153
3588,1.5517799352750812,0.028689265710836867,618,1.5517799352750812,We're losing control of the narrative.,590,81,180,358,619,154
3657,1.5509181969949917,0.029093665623668226,599,1.5509181969949917,"After he shows you how to start a fire, I say we club him and we take the credit for this too.",590,78,175,347,600,155
4724,1.5487012987012987,0.028630579194943093,616,1.5487012987012987,My kid's dinosaur could do that.,590,79,180,357,616,156
3679,1.5485436893203883,0.02781674731407446,618,1.5485436893203883,"When a Cretaceous artist tries to go all Cenozoic, it never quite works.",590,71,197,350,618,157
611,1.5465116279069768,0.028272350515437594,602,1.5465116279069768,Do I really look like that from behind?,590,70,189,343,602,158
5620,1.5443686006825939,0.02910258015145416,586,1.5443686006825939,"No, YOU tell him it's too derivative!",590,73,174,340,587,159
3970,1.5438596491228067,0.029664435818309718,570,1.5438596491228067,I think it's way better than that novel the chimpanzee wrote.,590,72,166,332,570,160
3411,1.5432525951557097,0.029100127215324605,578,1.5432525951557097,Try explaining cultural appropriation to a dinosaur.,590,69,175,333,577,161
1860,1.5426086956521738,0.02978009016959284,575,1.5426086956521738,He's allowed up to 140 characters. This is going to take awhile...,590,75,162,338,575,162
4771,1.5426086956521738,0.02978009016959284,575,1.5426086956521738,"Nice, but you know it's going to cost us an arm and a leg!",590,75,162,338,575,162
4543,1.5419161676646709,0.039429265846615234,334,1.5419161676646709,"I hear he also does great work in bronze, whatever that is.",590,45,91,198,334,164
4895,1.5414462081128748,0.029683939600618364,567,1.5414462081128748,"Just so you know, she's not known to respond very well to criticism.",590,71,165,331,567,165
3665,1.5407801418439715,0.028341914220624594,564,1.5407801418439715,Your critique is fair; I just don't think he's really looking for feedback right now.,590,57,190,317,564,166
3627,1.5395683453237408,0.031186773950043337,556,1.5395683453237408,He's in his Jurassic period.,590,81,138,337,556,167
4343,1.5388788426763111,0.03068470371404452,553,1.5388788426763111,I have a bad feeling that he's evolving faster than we are.,590,75,148,330,553,168
2553,1.5376146788990823,0.029583756712657457,545,1.5376146788990823,I like his early work better.,590,62,169,314,545,169
4677,1.5374771480804388,0.03039836131770283,547,1.5374771480804388,"Yeah, she's good, but last year it was ballet lessons and before that, the violin.",590,70,154,323,547,170
222,1.5373406193078325,0.0299843579619282,549,1.5373406193078325,Darwin is not going to like this.,590,67,161,321,549,171
5820,1.5354477611940298,0.030360649682782962,536,1.5354477611940298,"Personally, I think it's kind of primitive.",590,66,156,315,537,172
4050,1.5326923076923078,0.03015720327921092,520,1.5326923076923078,Suddenly I feel less evolved.,590,58,161,301,520,173
3139,1.5320388349514562,0.030867805628001687,515,1.5320388349514562,"I don't know much about art, but I know what I like to eat.",590,62,150,303,515,174
1397,1.5319148936170213,0.03022584809744185,517,1.5319148936170213,"That will never come off the wall, and I'm sure we'll get blamed for it.",590,57,160,300,517,175
6025,1.5319148936170213,0.03016377585573076,517,1.5319148936170213,..and who do you think they'll believe in 65 million years?,590,57,161,299,517,175
2009,1.530451866404715,0.0318182157329848,509,1.530451866404715,Nobody will believe it in a million years.,590,67,135,306,508,177
3576,1.530451866404715,0.029939555931661893,509,1.530451866404715,Don’t worry; the archeologists will say we did it!,590,52,165,292,509,177
5879,1.530451866404715,0.03101810310841578,509,1.530451866404715,"Remember: we did the paintings, and the dinosaurs died 65 million years ago.",590,61,148,300,509,177
2898,1.5297619047619049,0.030931756030796394,504,1.5297619047619049,"No, wait until he finishes. Then we take credit for it.",590,59,150,296,505,180
782,1.528225806451613,0.03264220204191175,496,1.528225806451613,You're the fat one.,590,69,124,303,496,181
170,1.5281124497991967,0.03216750460285245,498,1.5281124497991967,Okay! You say art and I say vandalism. Can we both agree it's dinner?,590,66,131,301,498,182
3108,1.5281124497991967,0.032789501571546184,498,1.5281124497991967,You got the decorator in without consulting me?,590,71,121,306,498,182
4884,1.5281124497991967,0.03172485161067591,498,1.5281124497991967,"His work is derivative, lacks perspective, and anti-paleontological, but it sells.",590,62,138,298,498,182
3635,1.5279503105590062,0.0320656611011605,483,1.5279503105590062,It's a cold-blooded commentary on modern hunter-gatherer culture.,590,60,136,288,484,185
1123,1.5273833671399597,0.0312506088955083,493,1.5273833671399597,I'm finding that real artistic talent is almost extinct.,590,57,146,290,493,186
2806,1.525987525987526,0.03100345614306773,481,1.525987525987526,Is my back really that hairy?,590,51,151,279,481,187
2719,1.5213675213675213,0.031202578894640443,468,1.5213675213675213,This is going to play hell with evolution theory.,590,48,148,272,468,188
3578,1.5213675213675213,0.03277593064900974,468,1.5213675213675213,"I say we kill him, eat him, and take credit for the art work.",590,59,126,283,468,188
474,1.5211864406779658,0.03365396030477893,472,1.5211864406779658,Picassosaurus.,590,67,112,293,472,190
3469,1.519650655021834,0.03229676693431326,458,1.519650655021834,Don't worry. We'll get credit for it.,590,52,134,272,458,191
5022,1.5186813186813186,0.032004804970921875,455,1.5186813186813186,He's prolific. He works like he's going extinct tomorrow or something.,590,49,138,268,455,192
1933,1.5176991150442478,0.033212156562940034,452,1.5176991150442478,If we kill him now they'll just call us art critics.,590,56,122,274,452,193
2153,1.5176991150442478,0.03365234704602008,452,1.5176991150442478,I saw his work at an exhibit of post-extinctionism at the Lascaux last year.,590,59,116,277,452,193
1487,1.5168539325842696,0.0325334430862855,445,1.5168539325842696,"Sure, he can paint. But can he stand criticism?",590,49,132,264,445,195
4925,1.5167037861915367,0.03050025049085645,449,1.5167037861915367,Art therapy helps him face extinction.,590,37,157,254,448,196
4750,1.5157657657657655,0.03366290510815581,444,1.5157657657657655,"Inside it's art, outside it's graffiti. Go figure.",590,56,117,271,444,197
5943,1.5157657657657655,0.03258855486578833,444,1.5157657657657655,"When it's all said and done, I bet we get the blame for this .",590,49,131,264,444,197
3112,1.5148063781321184,0.03410505742436706,439,1.5148063781321184,ANOTHER Graffitisaurus !!,590,57,112,270,439,199
2393,1.5137614678899085,0.033662622542693615,436,1.5137614678899085,He's ahead of what time?,590,53,118,265,436,200
489,1.5127610208816706,0.03282420522469635,431,1.5127610208816706,Your the one who wanted to domesticate it. I said we should have just eaten it.,590,46,129,256,431,201
5643,1.511904761904762,0.03494841198275475,420,1.511904761904762,"So we're agreed, no more LSD at Burning Man.",590,55,105,260,420,202
427,1.5117370892018782,0.034735065817061685,426,1.5117370892018782,"opposable thumbs, my ass",590,56,106,264,426,203
3799,1.5116822429906542,0.03198284863286165,428,1.5116822429906542,Meh. He stopped evolving as an artist years ago.,590,40,139,249,428,204
5889,1.5116822429906542,0.03299339215039227,428,1.5116822429906542,And this will be the baby's room!,590,46,127,255,428,204
1874,1.5106382978723405,0.03344759814840462,423,1.5106382978723405,"His first love was the piano, but his hands were too small to reach all the keys.",590,47,122,254,423,206
2490,1.5106382978723405,0.034600152574607766,423,1.5106382978723405,There goes our deposit.,590,54,108,261,423,206
2739,1.5106382978723405,0.03344759814840462,423,1.5106382978723405,"A million years from now, we're going to get blamed for this.",590,47,122,254,423,206
3096,1.509569377990431,0.03408123275804408,418,1.509569377990431,My kid could do that.,590,49,115,254,418,209
4507,1.5095238095238095,0.03396061984422586,420,1.5095238095238095,I thought you said these were YOUR paintings...,590,49,116,255,420,210
4658,1.5095238095238095,0.03379288049828424,420,1.5095238095238095,"Sure they're talented, but guess who gets the credit when they become extinct?",590,48,118,254,420,210
3393,1.5085158150851583,0.03434062243669321,411,1.5085158150851583,It’ll be worth more after he’s extinct.,590,48,113,250,411,212
4940,1.5084745762711864,0.03404491205325206,413,1.5084745762711864,It’s a Picassosaurus.,590,47,116,250,413,213
3133,1.506203473945409,0.0339505427763488,403,1.506203473945409,YOU tell him it doesn’t go with the sofa.,590,43,118,242,403,214
4723,1.506203473945409,0.03284155940446852,403,1.506203473945409,In his stories the animals always win.,590,37,130,236,403,214
4564,1.5061728395061729,0.03489507627522085,405,1.5061728395061729,All this self-absorbed social media stuff will be the end of the dinosaurs.,590,49,107,249,405,216
4816,1.5061425061425062,0.03476694081178516,407,1.5061425061425062,The wife insisted we get an interior designer.,590,49,108,250,407,217
848,1.5050251256281406,0.03426284348435533,398,1.5050251256281406,Now don't forget what happened to his last critic.,590,43,115,240,398,218
