caption,funny,somewhat_funny,unfunny,count,score,precision,rank
Mom said when we're done we have to go back to Congress.,6.0,9.0,11.0,26.0,1.807692307692308,0.15708136812817025,63
"I've been outrunnin' you for 12 hours, Sheriff. When you gonna give up?",7.0,7.0,12.0,26.0,1.807692307692308,0.16658775252082855,63
We need fresh horses. Ride for the lumber yard.,5.0,11.0,10.0,26.0,1.807692307692308,0.14696133211186765,63
"It takes a while, but there's virtually no carbon footprint.",5.0,11.0,10.0,26.0,1.807692307692308,0.14696133211186765,63
"We may look ridiculous, but we're still ahead of you.",6.0,9.0,11.0,26.0,1.807692307692308,0.15708136812817025,63
"Quit toying with us, sheriff!",6.0,9.0,11.0,26.0,1.807692307692308,0.15708136812817025,63
We'll lose them at the day care center!,4.0,12.0,9.0,25.0,1.8,0.1414213562373095,69
You boys up for discussin' the insolubility of this paradox?,7.0,6.0,12.0,25.0,1.8,0.17320508075688773,69
It's all fun and games until someone gets a splinter.,6.0,8.0,11.0,25.0,1.8,0.16329931618554522,69
First fence might be tricky,2.0,16.0,7.0,25.0,1.8,0.11547005383792515,69
This year's Jesse James getaway reenactment is sadly underfunded.,4.0,12.0,9.0,25.0,1.8,0.1414213562373095,69
I ain't going back to timeout!,6.0,8.0,11.0,25.0,1.8,0.16329931618554522,69
Tell me again why we are holding on to our hats?,7.0,6.0,12.0,25.0,1.8,0.17320508075688773,69
*No animals were harmed in the making of this cartoon,7.0,6.0,12.0,25.0,1.8,0.17320508075688773,69
"Hurry, pretend we're getting away!",7.0,6.0,12.0,25.0,1.8,0.17320508075688773,69
He's gaining. Now he's not. Now he is. Now he's not...,5.0,10.0,10.0,25.0,1.8,0.15275252316519464,69
Hope PETA's happy now!,4.0,12.0,9.0,25.0,1.8,0.1414213562373095,69
You're going nowhere!,7.0,5.0,12.0,24.0,1.7916666666666667,0.18036965532036275,80
Let's hope they don't decide to walk.,6.0,7.0,11.0,24.0,1.7916666666666667,0.17002948025148276,80
"Hurry up boys, recess is almost over.",4.0,11.0,9.0,24.0,1.7916666666666667,0.14718575794891012,80
Whose idea was it to rob the toy store?,5.0,9.0,10.0,24.0,1.7916666666666667,0.15901835035237996,80
Somehow they're gaining on us!,4.0,11.0,9.0,24.0,1.7916666666666667,0.14718575794891012,80
We just have to make it to nap time,4.0,11.0,9.0,24.0,1.7916666666666667,0.14718575794891012,80
They're supposed to be great for your abs.,4.0,11.0,9.0,24.0,1.7916666666666667,0.14718575794891012,80
Stop or I'll squirt!,5.0,9.0,10.0,24.0,1.7916666666666667,0.15901835035237996,80
I say we dismount and run for it.,6.0,7.0,11.0,24.0,1.7916666666666667,0.17002948025148276,80
They're gainin' on us!...We're losin' 'em!...They're gainin' on us!...We're losin' em!...They're gainin' on us!...,6.0,6.0,11.0,23.0,1.7826086956521738,0.17733782034920606,89
"Actually, I hope they catch us soon. These splinters are killing me.",6.0,6.0,11.0,23.0,1.7826086956521738,0.17733782034920606,89
I told you we should have ridden the stick horses.,6.0,6.0,11.0,23.0,1.7826086956521738,0.17733782034920606,89
"On the bright side, it looks like the law has also gone carbon neutral.",7.0,4.0,12.0,23.0,1.7826086956521738,0.18815225668635427,89
"No, you grow up",4.0,13.0,10.0,27.0,1.7777777777777777,0.13432678329488645,93
Catch us?...you must be off your rocker!,4.0,9.0,9.0,22.0,1.7727272727272727,0.1602462685617281,94
They don't seem to be gaining on us!,3.0,11.0,8.0,22.0,1.7727272727272727,0.14611592062110534,94
This is definitely the last time we rob Toys 'R Us!,5.0,7.0,10.0,22.0,1.7727272727272727,0.1732278006468991,94
This is the last low-budget Western I'll work on.,5.0,7.0,10.0,22.0,1.7727272727272727,0.1732278006468991,94
I won't do timeout again!,6.0,8.0,12.0,26.0,1.7692307692307692,0.1598816130063579,98
I knew we shouldn't have robbed that piggy bank!,5.0,10.0,11.0,26.0,1.7692307692307692,0.1499506822278302,98
"Well, they did tell us it was a low-budget western.",7.0,6.0,13.0,26.0,1.7692307692307692,0.1692307692307692,98
Sheriff ain't you gettin a little old for this?,5.0,10.0,11.0,26.0,1.7692307692307692,0.1499506822278302,98
Once I get to the merry-go-round you'll never catch me.,5.0,10.0,11.0,26.0,1.7692307692307692,0.1499506822278302,98
I think we're takin' this PETA thing too far.,6.0,8.0,12.0,26.0,1.7692307692307692,0.1598816130063579,98
This is going nowhere.,6.0,8.0,12.0,26.0,1.7692307692307692,0.1598816130063579,98
Why are we holding onto our hats?,7.0,6.0,13.0,26.0,1.7692307692307692,0.1692307692307692,98
"O.K. it's been 30 minutes, can we be the sheriffs now?",4.0,8.0,9.0,21.0,1.761904761904762,0.1676839701110382,106
"If we get out of this one, I've robbed my last model train.",3.0,13.0,9.0,25.0,1.76,0.13266499161421602,107
"Knock yourself out, Marshall--there ain't a playpen in this county can hold me.",6.0,7.0,12.0,25.0,1.76,0.1661324772583615,107
"If you think you can catch us , you'd have to be off your rocker.",6.0,7.0,12.0,25.0,1.76,0.1661324772583615,107
"Give it up, Sheriff--we've got a full-day's lead.",4.0,11.0,10.0,25.0,1.76,0.14468356276140473,107
This is my last low budget western.,3.0,13.0,9.0,25.0,1.76,0.13266499161421602,107
We can go back n forth all day sheriff!,4.0,11.0,10.0,25.0,1.76,0.14468356276140473,107
We may have to just jump off and make a run for it!,4.0,11.0,10.0,25.0,1.76,0.14468356276140473,107
"This is absolutely the last script we let PETA review, deal?",6.0,7.0,12.0,25.0,1.76,0.1661324772583615,107
"If it weren't for that dang baby monitor, we'd be long gone.",4.0,11.0,10.0,25.0,1.76,0.14468356276140473,107
There seems to be a lot of back-and-forth going on here.,3.0,13.0,9.0,25.0,1.76,0.13266499161421602,107
I knew we shoulda stole them stick horses!,6.0,6.0,12.0,24.0,1.75,0.17289101870203116,117
No animals were harmed in the filming of this movie.,6.0,6.0,12.0,24.0,1.75,0.17289101870203116,117
"Next time, I'm taking Uber.",5.0,8.0,11.0,24.0,1.75,0.16207441482858725,117
I go back and forth on whether this was a good idea.,4.0,10.0,10.0,24.0,1.75,0.1504823163572115,117
"Nope, they're still not gaining on us.",3.0,12.0,9.0,24.0,1.75,0.13791932109184266,117
"Next time, you grab the cash and I'll get the horses!",4.0,10.0,10.0,24.0,1.75,0.1504823163572115,117
Keep going! They're getting splinters...,4.0,10.0,10.0,24.0,1.75,0.1504823163572115,117
"Dag-nabit, Sheriff, I done tol' yew, I ain't in no horse thievin' profession, I'm just a hobby-ist.",5.0,8.0,11.0,24.0,1.75,0.16207441482858725,117
I just heard a discouraging word.,3.0,12.0,9.0,24.0,1.75,0.13791932109184266,117
They're gaining on us Butch. I say we got another week.,7.0,4.0,13.0,24.0,1.75,0.1830696390820258,117
It's OK...they haven't gained on us in an hour.,5.0,8.0,11.0,24.0,1.75,0.16207441482858725,117
"They're getting closer! No, wait, we're losing them! No, wait, they're getting closer again!",5.0,10.0,12.0,27.0,1.7407407407407407,0.14707589172809468,128
Mild West,5.0,7.0,11.0,23.0,1.7391304347826086,0.168900083946415,129
"Stop complaining, Tex. This is the life of a piggy bank robber.",4.0,9.0,10.0,23.0,1.7391304347826086,0.15676309893321694,129
"Told ya, we should've grabbed the pogo sticks instead!",6.0,5.0,12.0,23.0,1.7391304347826086,0.18022155122811065,129
Chase scenes haven't been the same since PETA got involved.,6.0,5.0,12.0,23.0,1.7391304347826086,0.18022155122811065,129
Lots' of gitty up but not much go!,2.0,13.0,8.0,23.0,1.7391304347826086,0.12911053732064093,129
Sometimes I feel like we're just going through the motions.,2.0,13.0,8.0,23.0,1.7391304347826086,0.12911053732064093,129
They're gainin' on us...we're losin' em...they're gainin' on us...we're losin' em...,6.0,7.0,13.0,26.0,1.7307692307692308,0.1622694085363768,135
This Sheriff business has really become a younger man's game.,7.0,5.0,14.0,26.0,1.7307692307692308,0.17148843699698424,135
We robbed a toy store. What's your excuse?,7.0,5.0,14.0,26.0,1.7307692307692308,0.17148843699698424,135
"It was Monopoly money, get over it Tom.",4.0,11.0,11.0,26.0,1.7307692307692308,0.14204757932784146,135
I'm getting too old for this.,2.0,15.0,9.0,26.0,1.7307692307692308,0.11842157167954348,135
This the the last time I make a movie funded by PETA.,6.0,7.0,13.0,26.0,1.7307692307692308,0.1622694085363768,135
I shore will be glad when the horses' union settles their contract...!,5.0,9.0,12.0,26.0,1.7307692307692308,0.1524940584738385,135
Looks like everyone's been hit by the budget cuts.,3.0,13.0,10.0,26.0,1.7307692307692308,0.13076923076923075,135
Do you think we'll be charged as adults or juveniles?,5.0,9.0,12.0,26.0,1.7307692307692308,0.1524940584738385,135
I think we're getting a little old for this Sheriff!,5.0,9.0,12.0,26.0,1.7307692307692308,0.1524940584738385,135
We give up! ... I got a sliver.,5.0,6.0,11.0,22.0,1.7272727272727273,0.17632391215944845,145
"They’re environmental-friendly, that’s why.",4.0,8.0,10.0,22.0,1.7272727272727273,0.16358825651680675,145
How was I supposed to know it was the mayor's binky?!,4.0,8.0,10.0,22.0,1.7272727272727273,0.16358825651680675,145
These chases just aren't the same since PETA took over the studio!,4.0,8.0,10.0,22.0,1.7272727272727273,0.16358825651680675,145
"Damn, we should have grabbed the pogo sticks!",2.0,12.0,8.0,22.0,1.7272727272727273,0.1345477945274463,145
These cutbacks are killing us,5.0,6.0,11.0,22.0,1.7272727272727273,0.17632391215944845,145
I ain't goin' back to the nursery.,5.0,8.0,12.0,25.0,1.72,0.1583245611605056,151
How in hell can they be gaining on us?,5.0,8.0,12.0,25.0,1.72,0.1583245611605056,151
I'd rather die than go back to the playpen.,7.0,4.0,14.0,25.0,1.72,0.17813852287849852,151
"When we get to town, we'll get fresh horses at the carousal.",5.0,8.0,12.0,25.0,1.72,0.1583245611605056,151
Dang! We just can't shake 'em!,3.0,12.0,10.0,25.0,1.72,0.1356465996625054,151
Screw the carbon footprint. I want a real horse.,4.0,10.0,11.0,25.0,1.72,0.1474222959166399,151
That's why they call me Billy the Kid.,4.0,10.0,11.0,25.0,1.72,0.1474222959166399,151
"Butch, we're not exactly losing em, but they're not gaining either.",5.0,8.0,12.0,25.0,1.72,0.1583245611605056,151
This life of crime is getting us nowhere.,3.0,12.0,10.0,25.0,1.72,0.1356465996625054,151
"I don't know how, but they're gaining on us.",4.0,10.0,11.0,25.0,1.72,0.1474222959166399,151
"If you think you can catch us, lawman, you’re off your rocker!",6.0,6.0,13.0,25.0,1.72,0.1685229954635272,151
This isn't getting us anywhere.,5.0,8.0,12.0,25.0,1.72,0.1583245611605056,151
Your right holding your hat does make it seem more real!,4.0,10.0,11.0,25.0,1.72,0.1474222959166399,151
We keep going back and forth on this.,3.0,12.0,10.0,25.0,1.72,0.1356465996625054,151
"C'mon guys, it's only Monopoly money.",4.0,10.0,11.0,25.0,1.72,0.1474222959166399,151
Dang! They're just toying with us now.,3.0,9.0,9.0,21.0,1.7142857142857142,0.15649215928719032,166
"Calm down, Sheriff! It's just a hobby!",4.0,9.0,11.0,24.0,1.7083333333333333,0.1532163227136512,167
"Don't worry, we'll loose 'em at the jungle gym.",4.0,9.0,11.0,24.0,1.7083333333333333,0.1532163227136512,167
They never should have allowed that animal rights lawyer on the set.,5.0,7.0,12.0,24.0,1.7083333333333333,0.16461600758034078,167
"They're gaining on us. Wait, we're losing them. Wait, they're gaining on us. Wait, we're losing them.",4.0,9.0,11.0,24.0,1.7083333333333333,0.1532163227136512,167
This is the last time I do peyote right before a bank job.,5.0,7.0,12.0,24.0,1.7083333333333333,0.16461600758034078,167
Tell me again how easy it'll be to rob a piggy bank.,3.0,11.0,10.0,24.0,1.7083333333333333,0.1408973141692084,167
I think our producer is running out of money.,4.0,9.0,11.0,24.0,1.7083333333333333,0.1532163227136512,167
"On the plus side, they don’t seem to be gaining on us.",2.0,13.0,9.0,24.0,1.7083333333333333,0.1273925615344142,167
Robbin' banks just ain't the same since PETA came along.,5.0,9.0,13.0,27.0,1.7037037037037035,0.14921269943217666,175
We're tired of being chased...we wanna wear the sheriff badges now.,2.0,15.0,10.0,27.0,1.7037037037037035,0.1171213948210511,175
No animals were harmed in the drawing of this cartoon,5.0,6.0,12.0,23.0,1.6956521739130437,0.1714248888711576,177
I told you we should have gone for the pogo sticks!,4.0,8.0,11.0,23.0,1.6956521739130437,0.15948016602238746,177
By now his pistol should be out of water.,5.0,6.0,12.0,23.0,1.6956521739130437,0.1714248888711576,177
They're gaining... they're losing... they're gaining...,5.0,6.0,12.0,23.0,1.6956521739130437,0.1714248888711576,177
I sure hope this scene looks better in post-production.,4.0,8.0,11.0,23.0,1.6956521739130437,0.15948016602238746,177
You think this ridiculous? Wait until tomorrow when they shoot the river-crossing scene.,4.0,8.0,11.0,23.0,1.6956521739130437,0.15948016602238746,177
"Oh, what I'd give for a stick horse right now.",3.0,10.0,10.0,23.0,1.6956521739130437,0.1465651874920091,177
What time did Mom say we had to be home for supper?,4.0,10.0,12.0,26.0,1.6923076923076923,0.14432048491764396,184
But it was just a piggy bank!,4.0,10.0,12.0,26.0,1.6923076923076923,0.14432048491764396,184
They're gaining on us. Head for the carousel!,5.0,8.0,13.0,26.0,1.6923076923076923,0.1546134710941675,184
I'm tempted just to get off and run.,5.0,8.0,13.0,26.0,1.6923076923076923,0.1546134710941675,184
All this back and forth is getting us nowhere!,3.0,12.0,11.0,26.0,1.6923076923076923,0.13323467750529822,184
Speeding? Seriously?,5.0,8.0,13.0,26.0,1.6923076923076923,0.1546134710941675,184
"To catch Billy the Kid, you have to think like Billy the Kid.",4.0,10.0,12.0,26.0,1.6923076923076923,0.14432048491764396,184
"You'll never take me before naptime, Sheriff.",2.0,14.0,10.0,26.0,1.6923076923076923,0.12113858267710476,184
"Dang, my water pistol's empty",5.0,8.0,13.0,26.0,1.6923076923076923,0.1546134710941675,184
We'll be outta town by bedtime.,3.0,12.0,11.0,26.0,1.6923076923076923,0.13323467750529822,184
We'll lose them at nap time.,5.0,3.0,11.0,19.0,1.6842105263157894,0.2030848579436882,194
We should have hopped on those paper airplanes.,4.0,7.0,11.0,22.0,1.681818181818182,0.16627265508319164,195
When can we stop for a juice box and a nap?,4.0,7.0,11.0,22.0,1.681818181818182,0.16627265508319164,195
Damn these PETA westerns.,4.0,7.0,11.0,22.0,1.681818181818182,0.16627265508319164,195
"Suprisingly, loosing these guys isn't going to be child's play.",5.0,5.0,12.0,22.0,1.681818181818182,0.17881722556123708,195
Ya'll ever feel like the conceptual potential of the cartoon we're trapped in is a bit limited?,4.0,9.0,12.0,25.0,1.68,0.14966629547095764,199
We can't seem to shake them!,6.0,5.0,14.0,25.0,1.68,0.17048949136725894,199
Told you we should've taken an Uber!,5.0,7.0,13.0,25.0,1.68,0.16041612554021284,199
That's the last time we knock over a piggy bank.,4.0,9.0,12.0,25.0,1.68,0.14966629547095764,199
I think I know why this dude ranch was cheaper.,5.0,7.0,13.0,25.0,1.68,0.16041612554021284,199
PETA has gained far too much influence.,5.0,7.0,13.0,25.0,1.68,0.16041612554021284,199
They're gaining on us--now they're falling back....,6.0,5.0,14.0,25.0,1.68,0.17048949136725894,199
They’re gaining on us! We’re losing ‘em! They’re gaining on us! We’re losing ‘em! They’re gaining on us! We’re losing ‘em! They’re gaining’ on us! We’re losing ‘em!,5.0,7.0,13.0,25.0,1.68,0.16041612554021284,199
Speeding? How fast were we going?,4.0,9.0,12.0,25.0,1.68,0.14966629547095764,199
My mom wants to know if we want to have lunch after.,6.0,5.0,14.0,25.0,1.68,0.17048949136725894,199
So they never tire. There were other things you should have considered.,5.0,7.0,13.0,25.0,1.68,0.16041612554021284,199
When suburban mommas let their babies grow up to be cowboys...,4.0,9.0,12.0,25.0,1.68,0.14966629547095764,199
The animal rights people are killing the West.,4.0,9.0,12.0,25.0,1.68,0.14966629547095764,199
"Watch out, the deputy's goin' for his cap gun!!",5.0,7.0,13.0,25.0,1.68,0.16041612554021284,199
What if we jumped off and ran?,3.0,11.0,11.0,25.0,1.68,0.1380821011813865,199
They're gaining on us!...never mind. They're gaining on us!...never mind.,5.0,7.0,13.0,25.0,1.68,0.16041612554021284,199
"No seriously, you'll never catch us.",6.0,5.0,14.0,25.0,1.68,0.17048949136725894,199
Guess it's time to find a new hobby.,4.0,9.0,12.0,25.0,1.68,0.14966629547095764,199
This is exactly the sort of thing I warned you about when we became piggy bank robbers.,3.0,11.0,11.0,25.0,1.68,0.1380821011813865,199
Can't never send us back to the play pen!,3.0,11.0,11.0,25.0,1.68,0.1380821011813865,199
We just can't lose them!,3.0,11.0,11.0,25.0,1.68,0.1380821011813865,199
We'll be okay so long as they don't dismount and start walking after us.,5.0,7.0,13.0,25.0,1.68,0.16041612554021284,199
"The good news is, they only have cap guns...",4.0,9.0,12.0,25.0,1.68,0.14966629547095764,199
"Dang it Earl, this is the last time I rob a toy store with you.",3.0,10.0,11.0,24.0,1.6666666666666667,0.14328782560351586,222
"I get it, no animals were harmed in the making of this film.",5.0,8.0,14.0,27.0,1.6666666666666667,0.15097027121927944,222
Whaddaya mean Newton's Laws of Motion? We got enough trouble with the law already!,3.0,12.0,12.0,27.0,1.6666666666666667,0.1307440900921227,222
Keep goin' Bart! We'll lose 'em at nap time!,2.0,14.0,11.0,27.0,1.6666666666666667,0.11935247900657216,222
We should have taken the pogo-sticks,4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
Not even the Coen brothers can save this film.,5.0,6.0,13.0,24.0,1.6666666666666667,0.16666666666666666,222
I think we lost them – unless of course they ditch the horses and walk over to us,4.0,6.0,11.0,21.0,1.6666666666666667,0.1736626907505759,222
"Keep rockin'! At this pace, they'll never catch up!",4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
No animals will be harmed in the making of this film.,3.0,10.0,11.0,24.0,1.6666666666666667,0.14328782560351586,222
You think we should walk?,3.0,6.0,9.0,18.0,1.6666666666666667,0.1807753815155468,222
I'm totally going to Yelp this dude ranch!,4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
Not this old back and forth again!,4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
I hope you enjoy the thrill of the chase...this could go on for a while!,3.0,10.0,11.0,24.0,1.6666666666666667,0.14328782560351586,222
I'm beginning to think only the screen behind us is moving...,4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
This is how the west was lost,3.0,12.0,12.0,27.0,1.6666666666666667,0.1307440900921227,222
Watch out! He's reaching for his water pistol!,3.0,10.0,11.0,24.0,1.6666666666666667,0.14328782560351586,222
All hobby and no horse.,4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
Is this a game to you Sheriff?,4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
Now you know why they call me Billy the Kid,4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
This is the lowest budget movie we've ever been in.,2.0,12.0,10.0,24.0,1.6666666666666667,0.13003158293424896,222
This ain't rocker science.,5.0,6.0,13.0,24.0,1.6666666666666667,0.16666666666666666,222
Get us horses. You had one job Frank!,2.0,12.0,10.0,24.0,1.6666666666666667,0.13003158293424896,222
No horses were harmed in the making of this movie.,4.0,8.0,12.0,24.0,1.6666666666666667,0.15541746804005227,222
I think I just heard a discouraging word.,5.0,6.0,13.0,24.0,1.6666666666666667,0.16666666666666666,222
"I'm warnin' you, sheriff. We're both packin' squirt guns, and we're not afraid to use 'em.",2.0,12.0,10.0,24.0,1.6666666666666667,0.13003158293424896,222
Rock for the Border!,6.0,6.0,15.0,27.0,1.6666666666666667,0.16012815380508713,222
That's the last time we rob a toy train.,3.0,11.0,12.0,26.0,1.6538461538461535,0.13521842947113036,248
The William Tell Overture again?!...Really?,5.0,7.0,14.0,26.0,1.6538461538461535,0.15632616486847367,248
"Eat my sawdust, law man!",5.0,7.0,14.0,26.0,1.6538461538461535,0.15632616486847367,248
"On the upside, they're not gaining on us.",5.0,7.0,14.0,26.0,1.6538461538461535,0.15632616486847367,248
"I mean this quite literally, Sheriff. You'll never catch us!",3.0,11.0,12.0,26.0,1.6538461538461535,0.13521842947113036,248
Whose idea was it to rob FAO Schwarz?,7.0,3.0,16.0,26.0,1.6538461538461535,0.17490487693695494,248
The real criminals are the ones that sold us these horses.,5.0,7.0,14.0,26.0,1.6538461538461535,0.15632616486847367,248
How the West...ended in a tie.,6.0,5.0,15.0,26.0,1.6538461538461535,0.16587583579113713,248
Shoot! They got them Amish Made ones.,5.0,7.0,14.0,26.0,1.6538461538461535,0.15632616486847367,248
I can't believe I let you talk me into holding up the Rocking Horse Ranch!,7.0,3.0,16.0,26.0,1.6538461538461535,0.17490487693695494,248
I'll go left. You go right.,6.0,5.0,15.0,26.0,1.6538461538461535,0.16587583579113713,248
"""Again, how are these better than the real ones?!",5.0,7.0,14.0,26.0,1.6538461538461535,0.15632616486847367,248
This is the last time I'll work in a low-budget western.,3.0,11.0,12.0,26.0,1.6538461538461535,0.13521842947113036,248
Nobody makes the wild bunch eat their vegetables!,5.0,5.0,13.0,23.0,1.6521739130434785,0.17341826852553602,261
Don't they get tired? Don't they get hungry?,4.0,7.0,12.0,23.0,1.6521739130434785,0.16162093517992784,261
I think we've given PETA too much control.,3.0,9.0,11.0,23.0,1.6521739130434785,0.1488917644414021,261
You're off your rocker if you think you can catch me.,2.0,11.0,10.0,23.0,1.6521739130434785,0.13496736030801482,261
Lucky for us there guns are made of wood too.,4.0,7.0,12.0,23.0,1.6521739130434785,0.16162093517992784,261
