caption,funny,somewhat_funny,unfunny,count,score,precision,rank,contest
"Hey, either I'll do it, or your vet will.",13.0,23.0,67.0,103.0,1.4757281553398058,0.07014257623030133,43,524
I meant filthy stinking beast in the intellectual sense.,14.0,25.0,73.0,112.0,1.4732142857142858,0.06706743449963029,44,524
It appears that my arms reduction strategy is working!,10.0,31.0,67.0,108.0,1.4722222222222223,0.06371765848104906,45,524
I hit a nerve when I called you a dragon with a girl tattoo.,10.0,30.0,66.0,106.0,1.4716981132075468,0.06457762021946599,46,524
Of course the second hand smoke scares me.,9.0,32.0,66.0,107.0,1.4672897196261685,0.06273291217559568,47,524
I'm just not feelin' the burn,9.0,30.0,64.0,103.0,1.4660194174757282,0.06444351543799387,48,524
My life coach told me to think of you as a gecko.,10.0,24.0,61.0,95.0,1.4631578947368422,0.06989117491160067,49,524
Thanks for helping me impress the princess. I owe you one.,7.0,32.0,61.0,100.0,1.46,0.0626357112455213,50,524
Hey! You can't bring a flamethrower to a knife fight.,10.0,26.0,64.0,100.0,1.46,0.06730002176294543,50,524
What exactly did you expect when you said no to arbitration?,7.0,26.0,55.0,88.0,1.4545454545454546,0.06839916593801736,52,524
I thought you lived by the sea.,10.0,25.0,64.0,99.0,1.4545454545454546,0.0677596356818118,52,524
Funny - I thought your sword would be bigger.,9.0,25.0,61.0,95.0,1.4526315789473685,0.06820104174170898,54,524
You're not too big to flail.,12.0,20.0,66.0,98.0,1.4489795918367347,0.07124047247816828,55,524
A small arms battle,10.0,22.0,62.0,94.0,1.4468085106382982,0.07032464066750642,56,524
"According to the app, you were supposed to be an ""easy slay.""",9.0,23.0,60.0,92.0,1.4456521739130437,0.06974825120598384,57,524
"Don't tell me you're STILL fuming that Peter, Paul, and Mary didn't pay you royalties!?",10.0,21.0,61.0,92.0,1.4456521739130437,0.07144025538540856,57,524
Ok Ok.. I am sorry about the tiny hands reference,9.0,27.0,65.0,101.0,1.4455445544554455,0.06521138138643609,59,524
You're still holding a grudge because I said the song was about drugs?,13.0,18.0,68.0,99.0,1.4444444444444444,0.07210676911197107,60,524
Do you know what they say about dragons with tiny hands?,11.0,19.0,63.0,93.0,1.4408602150537635,0.07246150594427025,61,524
"Carbon emission limits are a real bummer, eh?",13.0,15.0,65.0,93.0,1.4408602150537635,0.0756186354353521,61,524
Has anyone ever told you you have tiny arms?,15.0,11.0,67.0,93.0,1.4408602150537635,0.07864913353939675,61,524
"If you can't stand the heat, get out of the kingdom!",9.0,22.0,60.0,91.0,1.4395604395604396,0.07024949642651228,64,524
I still can't believe this counts as college credit.,15.0,9.0,65.0,89.0,1.4382022471910112,0.08141222891117662,65,524
Make it look good....my girlfriend is watching,7.0,25.0,57.0,89.0,1.4382022471910112,0.06771299799137835,65,524
"Exercise is a great start but, now you need to stop smoking.",10.0,22.0,64.0,96.0,1.4375,0.06916243910140922,67,524
"Try making an effort, will you? No wonder you're practically extinct.",7.0,24.0,56.0,87.0,1.4367816091954022,0.06878708093398182,68,524
"Moments later, Trogdor tired of swordplay and simply ate Steve.",12.0,17.0,65.0,94.0,1.4361702127659577,0.07341478178761326,69,524
Whaddya mean I’m toast.,8.0,24.0,60.0,92.0,1.4347826086956519,0.0679090969120005,70,524
I miss the old flame.,10.0,20.0,62.0,92.0,1.4347826086956519,0.07134023079498843,70,524
"In the original script, I think you were supposed to be a windmill.",9.0,21.0,60.0,90.0,1.4333333333333331,0.07075480335110425,72,524
Your arms looked a lot bigger on Facebook.,12.0,15.0,63.0,90.0,1.4333333333333331,0.07586373222868367,72,524
"My kingdom, my rules.",7.0,25.0,58.0,90.0,1.4333333333333331,0.06713319906706948,72,524
Puff all you want. The song was about smoking pot... not you.,10.0,15.0,56.0,81.0,1.4320987654320991,0.07844608041443724,75,524
"AhHa! Never faced a southpaw, have you ?",10.0,21.0,64.0,95.0,1.431578947368421,0.06963773091875845,76,524
"I might not kill you, but smoking will.",10.0,19.0,62.0,91.0,1.4285714285714286,0.07185465104902111,77,524
I never realized that knights were real,11.0,14.0,59.0,84.0,1.4285714285714286,0.07814126234316643,77,524
"Oh sorry, I guess you can't put one arm behind your back",8.0,20.0,56.0,84.0,1.4285714285714286,0.07242562863136892,77,524
You're lucky I don't have a pen with me.,10.0,18.0,61.0,89.0,1.4269662921348314,0.07303370786516855,80,524
I hear you taste like chicken.,9.0,20.0,60.0,89.0,1.4269662921348314,0.07126401525048673,80,524
Agreed - you won't breathe fire and I won't make any jokes about your ludicrously small baby hands,12.0,29.0,84.0,125.0,1.4240000000000002,0.059312186638758875,82,524
It’s good to see more people are fighting secondhand smoke!,8.0,23.0,61.0,92.0,1.423913043478261,0.06778471241027856,83,524
Ha! Is that the best you've got? No wonder they call you 'Puff'....,8.0,19.0,56.0,83.0,1.4216867469879515,0.07297160479656188,84,524
"You're imaginary, I'm a fashion nightmare. ..let's call it a draw.",9.0,17.0,57.0,83.0,1.4216867469879515,0.07495807806271425,84,524
"""Ha ha, looks like your pilot light has gone out again"".",8.0,19.0,56.0,83.0,1.4216867469879515,0.07297160479656188,84,524
I don't make the law. No open flames during the dry season.,7.0,21.0,55.0,83.0,1.4216867469879515,0.07092951956918406,84,524
Cut! Refuel the dragon.,7.0,18.0,51.0,76.0,1.4210526315789471,0.07554052681267011,88,524
You are really ruining fantasy camp for me.,9.0,19.0,60.0,88.0,1.4204545454545454,0.07177695138065758,89,524
"Yeah, well, if you're Puff, I'm your Puff Daddy.",7.0,20.0,54.0,81.0,1.4197530864197532,0.07214568066018262,90,524
"Yes, and I would rather be using a lance, so it IS fair.",9.0,18.0,59.0,86.0,1.4186046511627908,0.0729767991148407,91,524
Hang on while I stick a few marshmellows on the end of my sword.,9.0,18.0,59.0,86.0,1.4186046511627908,0.0729767991148407,91,524
"Careful little man, I'm packing heat!",4.0,22.0,46.0,72.0,1.4166666666666667,0.07062763560249008,93,524
It is rude to play with your food,9.0,17.0,58.0,84.0,1.4166666666666667,0.07423028883966516,93,524
You have awfully short arms for a metaphor.,7.0,21.0,56.0,84.0,1.4166666666666667,0.07025960657397952,93,524
Of course it's fair! I'm fighting left-handed!,3.0,28.0,51.0,82.0,1.4146341463414631,0.06244833941356592,96,524
"""Nessie--I am your father.",9.0,16.0,57.0,82.0,1.4146341463414631,0.07554124587949244,96,524
Let the record show that I preferred arbitration.,4.0,26.0,52.0,82.0,1.4146341463414631,0.0648144213718233,96,524
"I've warned you before, this is a non-smoking kingdom!",4.0,26.0,52.0,82.0,1.4146341463414631,0.0648144213718233,96,524
"Fortunately for me, I don't think you know where your advantage lies.",8.0,20.0,59.0,87.0,1.4137931034482758,0.07042036711230469,100,524
Don't blame me. It was the Round Table that enacted the smoking ban.,4.0,27.0,54.0,85.0,1.4117647058823528,0.0632768087294679,101,524
Wait. Let's do a selfie.,9.0,17.0,59.0,85.0,1.4117647058823528,0.07351540482834397,101,524
"Out of fuel, big boy?",10.0,24.0,73.0,107.0,1.411214953271028,0.06361982479436777,103,524
"And now you say ""touché!"" Isn't this more fun?!",7.0,25.0,63.0,95.0,1.4105263157894736,0.06435960151603187,104,524
Feel the burn!,5.0,24.0,54.0,83.0,1.4096385542168677,0.06647177439012021,105,524
"Smoking doth cause lung cancer, heart disease, emphysema, and may complicate pregnancy, yet thou doth persist.",9.0,16.0,58.0,83.0,1.4096385542168677,0.07479258139449688,105,524
How can you expect to survive if you don't evolve?,6.0,22.0,55.0,83.0,1.4096385542168677,0.06864659606157753,105,524
I should have taken this class online.,8.0,18.0,57.0,83.0,1.4096385542168677,0.07280159250581053,105,524
"See, right there! You did it again! You're bending your elbow.",7.0,22.0,59.0,88.0,1.4090909090909092,0.06787636210025863,109,524
It's probably acid reflux.,6.0,19.0,51.0,76.0,1.4078947368421053,0.07297591907295815,110,524
Do I smell damsel on your breath?,8.0,17.0,56.0,81.0,1.4074074074074074,0.07407407407407406,111,524
"Sorry, but the castle grounds are now all smoke free.",8.0,17.0,56.0,81.0,1.4074074074074074,0.07407407407407406,111,524
"I am sorry that it has come to this, but the sign very clearly said 'No Smoking'.",7.0,19.0,55.0,81.0,1.4074074074074074,0.07196058973231646,111,524
You look farmiliar. Didn't we use to frolic together in a land called Honnah Lee?,11.0,13.0,62.0,86.0,1.4069767441860466,0.07647841889872431,114,524
"I didn't say do you want a match, I said do you have a match?",5.0,25.0,56.0,86.0,1.4069767441860466,0.06486417878878672,114,524
"You've lost that fire in the belly, Puff!",6.0,23.0,57.0,86.0,1.4069767441860466,0.06693996938422664,114,524
I thought you said you were going to stop smoking,9.0,12.0,53.0,74.0,1.4054054054054057,0.08145047288448272,117,524
"Hell of a day to catch a cold, hey?",8.0,16.0,55.0,79.0,1.4050632911392404,0.07540647687616586,118,524
You're no fun anymore since you switched to vaping.,8.0,16.0,55.0,79.0,1.4050632911392404,0.07540647687616586,118,524
"I'm going to help you quit smoking, even if it kills me!",8.0,18.0,58.0,84.0,1.4047619047619049,0.07209480836977666,120,524
"Wait a minute, when did you get opposable thumbs?",6.0,22.0,56.0,84.0,1.4047619047619049,0.06799954359100574,120,524
That's not what I meant when I suggested we warm up.,10.0,14.0,60.0,84.0,1.4047619047619049,0.07596963116380485,120,524
"Oh yeah? Well, your momma is so old she looks like a T. rex!",11.0,14.0,64.0,89.0,1.404494382022472,0.07447312573328088,123,524
"Puff, really? I thought you lived by the sea.",7.0,15.0,50.0,72.0,1.4027777777777777,0.07827293201757818,124,524
"Merrily, Sir Galahad continued in gallant swordplay despite a vague, but growing suspicion that his opponent was somehow holding back…",10.0,13.0,59.0,82.0,1.4024390243902438,0.07733080256574675,125,524
Biodiversity my ass...you're going down!,11.0,11.0,60.0,82.0,1.4024390243902438,0.0792538147202697,125,524
I can't believe we use the same blacksmith.,9.0,14.0,57.0,80.0,1.4,0.07672076608954767,127,524
"Actually, I do mind if you smoke while I'm eaten.",8.0,16.0,56.0,80.0,1.4,0.0746298884708034,127,524
"Darn it, we forgot the marshmallows again.",4.0,16.0,40.0,60.0,1.4,0.07954673856179907,127,524
"Yeah, well I'm not really left handed either.",5.0,22.0,53.0,80.0,1.4,0.0679724441561208,127,524
This is nonsense. I'll just pay the emissions tax.,8.0,21.0,64.0,93.0,1.3978494623655917,0.06688798865443447,131,524
I am not going to waste my breath on you.,6.0,21.0,56.0,83.0,1.3975903614457832,0.0684399843181304,132,524
In the end it was the smoking that finally slayed the dragon.,9.0,13.0,56.0,78.0,1.3974358974358974,0.07814819718026346,133,524
"I swear, the princess didn't tell me she had a boyfriend.",5.0,21.0,52.0,78.0,1.3974358974358974,0.06910238339249962,133,524
Many years later Little Jackie Paper and Puff attempt a reunion but the magic just isn’t there.,8.0,15.0,55.0,78.0,1.3974358974358974,0.07598776473567967,133,524
"So, when did you switch to vaping?",8.0,13.0,52.0,73.0,1.3972602739726028,0.0798107684609522,136,524
Pilot out again?,6.0,17.0,50.0,73.0,1.3972602739726028,0.07489141309066996,136,524
you might feel a little prick.,9.0,26.0,76.0,111.0,1.3963963963963963,0.060409846840523786,138,524
We had a deal - no fire and I fight left-handed!,6.0,20.0,55.0,81.0,1.3950617283950617,0.06956436833076941,139,524
"See? It's not only fair, it's more fun!",6.0,20.0,55.0,81.0,1.3950617283950617,0.06956436833076941,139,524
I thought we agreed --no Mexican food before the duel.,8.0,14.0,54.0,76.0,1.3947368421052628,0.07741197008038671,141,524
Ha ha! I have a shield and you don't!,6.0,16.0,49.0,71.0,1.3943661971830985,0.07633156847497467,142,524
"Your challenge, my choice of weapons. Deal with it.",5.0,21.0,53.0,79.0,1.3924050632911391,0.068407302811123,143,524
Spare my life and I'll pay for your braces.,9.0,13.0,57.0,79.0,1.3924050632911391,0.07731648502864777,143,524
"If you were really a ""magic dragon"" you wouldn't need the sword.",7.0,15.0,52.0,74.0,1.391891891891892,0.0765257433764715,145,524
Saint George. What's yours?,7.0,11.0,46.0,64.0,1.390625,0.08515039070784358,146,524
"Actually, I prefer the online game.",4.0,22.0,51.0,77.0,1.3896103896103895,0.06705361541080132,147,524
"Okay, she's watching now. Make your death look realistic.",7.0,16.0,54.0,77.0,1.3896103896103895,0.07430664733813769,147,524
"Come on, fight like a man!",7.0,16.0,54.0,77.0,1.3896103896103895,0.07430664733813769,147,524
Good thing I won the coin toss.,6.0,18.0,53.0,77.0,1.3896103896103895,0.07197023231153367,147,524
"Take it easy, I wasn't referring to you when I said small arms.",6.0,18.0,53.0,77.0,1.3896103896103895,0.07197023231153367,147,524
Touche? Flambe!,5.0,21.0,54.0,80.0,1.3875,0.0677246612899278,152,524
"Attempting to get back into show business, Puff reluctantly auditions for Fencing with the Stars.",5.0,19.0,51.0,75.0,1.3866666666666667,0.07075737846052951,153,524
Let's just do Rock Paper Scissors and call it a day.,4.0,21.0,50.0,75.0,1.3866666666666667,0.06816337907004204,153,524
Now isn't this fairer?,4.0,14.0,39.0,57.0,1.3859649122807018,0.08208737461234245,155,524
Hello. My name is Inigo Montoya. You barbecued my father. Prepare to die.,8.0,14.0,56.0,78.0,1.3846153846153846,0.07574860983343552,156,524
I want to talk to the director about this scene.,5.0,20.0,53.0,78.0,1.3846153846153846,0.06883931211667535,156,524
"So tomorrow, you bring the fire and I'll bring the marshmallows.",8.0,12.0,53.0,73.0,1.3835616438356164,0.07954909310586457,158,524
"Well, you knew Steve would give you indigestion.",6.0,16.0,51.0,73.0,1.3835616438356164,0.07461248693318807,158,524
"You are so predictable - thrust, parry, engulf with flames.",3.0,22.0,48.0,73.0,1.3835616438356164,0.06652421134398842,158,524
It's not about size--it's how you use it.,7.0,12.0,49.0,68.0,1.3823529411764706,0.08122582510538133,161,524
Do you REALLY need that sword?,7.0,12.0,49.0,68.0,1.3823529411764706,0.08122582510538133,161,524
It's always a battle to stop you from smoking.,6.0,17.0,53.0,76.0,1.381578947368421,0.07246803351692238,163,524
Relax your shoulders.,7.0,15.0,54.0,76.0,1.381578947368421,0.07484980343856784,163,524
And suddenly shish kebab was invented.,9.0,11.0,56.0,76.0,1.381578947368421,0.07939929131142894,163,524
If I hear that Peter Paul and Mary song one more time I will have to kill you.,7.0,10.0,46.0,63.0,1.380952380952381,0.08595290220299713,166,524
I never knew how real fighting your imaginary demons could be.,7.0,13.0,51.0,71.0,1.3802816901408448,0.07863574476897682,167,524
Looks like you picked a bad day to quit smoking!,7.0,13.0,51.0,71.0,1.3802816901408448,0.07863574476897682,167,524
Why do I get the feeling you're holding something back?,5.0,17.0,49.0,71.0,1.3802816901408448,0.07333997124030392,167,524
"What part of ""Smoke-Free Zone"" don't you understand?",5.0,17.0,49.0,71.0,1.3802816901408448,0.07333997124030392,167,524
You should see my pen!,7.0,13.0,51.0,71.0,1.3802816901408448,0.07863574476897682,167,524
"You know, we've got most everything we need to make smores.",7.0,16.0,56.0,79.0,1.379746835443038,0.07274422756969069,172,524
Your years of smoking have slowed you down.,7.0,19.0,61.0,87.0,1.3793103448275863,0.06788786473777222,173,524
My offer to debate is still open.,2.0,24.0,48.0,74.0,1.3783783783783785,0.06294836274848467,174,524
"Great. Another blowhard bully, with curiously tiny hands.",8.0,12.0,54.0,74.0,1.3783783783783785,0.07863775082228806,174,524
So much for frolicking in the autumn mist.,5.0,18.0,51.0,74.0,1.3783783783783785,0.07122637231778367,174,524
You've really gotten stronger since you quit smoking!,6.0,16.0,52.0,74.0,1.3783783783783785,0.07377959989385355,174,524
"Yeah, just another monster with small hands, blowin' smoke.",7.0,12.0,50.0,69.0,1.3768115942028984,0.08023157360396052,178,524
You said you quit smoking.,3.0,20.0,46.0,69.0,1.3768115942028984,0.06879008333288725,178,524
I know - it isn't fair! But they don't allow open fires.,6.0,17.0,54.0,77.0,1.3766233766233766,0.0716921749976885,180,524
It's called cross-training.,3.0,23.0,51.0,77.0,1.3766233766233766,0.06414419269836111,180,524
"Stop complaining. We tossed a coin, you lost, I get to choose weapons.",5.0,19.0,53.0,77.0,1.3766233766233766,0.0692676292090393,180,524
You do realize this is a designated non smoking area,5.0,19.0,53.0,77.0,1.3766233766233766,0.0692676292090393,180,524
Thanks for leveling the playing field.,5.0,17.0,50.0,72.0,1.375,0.07250681258802164,184,524
"You know you could just eat me, right?",5.0,17.0,50.0,72.0,1.375,0.07250681258802164,184,524
None of this matters if there's a third party candidate.,8.0,12.0,55.0,75.0,1.3733333333333333,0.07774602526460399,186,524
"I, for one, am happy about the new emissions regulations.",8.0,12.0,55.0,75.0,1.3733333333333333,0.07774602526460399,186,524
It looked much bigger online,6.0,10.0,43.0,59.0,1.3728813559322033,0.08682430543610901,188,524
"Runnin' out of steam, are we?",4.0,18.0,48.0,70.0,1.3714285714285714,0.0709924574520723,189,524
"Well, you should have thought about your tiny arms before you agreed to this.",4.0,18.0,48.0,70.0,1.3714285714285714,0.0709924574520723,189,524
Please don't sneeze.,5.0,16.0,49.0,70.0,1.3714285714285714,0.07385125381489835,189,524
Would you mind not smoking?,5.0,17.0,51.0,73.0,1.3698630136986298,0.07169095190916704,192,524
Look mean. My lady friend is watching.,5.0,18.0,53.0,76.0,1.368421052631579,0.06969131251242527,193,524
Oh stop fuming! You agreed to the rules.,2.0,24.0,50.0,76.0,1.368421052631579,0.06167858186402436,193,524
Looks like Puff is having a rough knight.,5.0,15.0,48.0,68.0,1.3676470588235294,0.07526485795611701,195,524
Don't blame me -- this is the way George R.R. Martin wrote it.,4.0,17.0,47.0,68.0,1.3676470588235294,0.07228981449955524,195,524
Does this shield make me look fat?,6.0,14.0,51.0,71.0,1.3661971830985915,0.07569779112613244,197,524
I never fight fire with fire.,4.0,22.0,56.0,82.0,1.3658536585365857,0.06378646230861691,198,524
Dude...not fair....you have a shield.,8.0,11.0,55.0,74.0,1.364864864864865,0.07833495969567884,199,524
How not to train your dragon.,4.0,19.0,51.0,74.0,1.364864864864865,0.06823073297819192,199,524
You're not even her type.,9.0,9.0,56.0,74.0,1.364864864864865,0.08066349333787376,199,524
I could kill you by breathing fire but I am trying to reduce my carbon foot print.,6.0,15.0,53.0,74.0,1.364864864864865,0.07345678604889053,199,524
I'm fine--it's a dry heat.,6.0,12.0,48.0,66.0,1.3636363636363635,0.07973254720972991,203,524
"No, no....It's parry, parry, thrust. Do it again, and don't get all steamed up this time.",5.0,19.0,56.0,80.0,1.3625,0.06713803558926051,204,524
I'll bet you taste like chicken.,7.0,11.0,51.0,69.0,1.3623188405797102,0.0798843326560459,205,524
"I, for one, love the new rules of engagement: no fire-breathing, no pants.",8.0,9.0,52.0,69.0,1.3623188405797102,0.08250917563160683,205,524
Wow! Your right arm is getting stronger!,5.0,15.0,49.0,69.0,1.3623188405797102,0.07435718986682269,205,524
I think I'm going to use this as my profile pic.,5.0,11.0,42.0,58.0,1.362068965517241,0.08412488865819533,208,524
Good news! Smoking won't be the death of you.,5.0,16.0,51.0,72.0,1.3611111111111112,0.07214995782768416,209,524
"Remember, we used to frolic in the autumn mist! Can't we just talk this out?",3.0,16.0,42.0,61.0,1.360655737704918,0.07404321174187684,210,524
It was a lot more exciting before the emission standards.,6.0,10.0,45.0,61.0,1.360655737704918,0.08439041099169674,210,524
All this just for a job at Medieval Times?,5.0,17.0,53.0,75.0,1.36,0.07010930976208021,212,524
You do know that smoking could kill you?,5.0,17.0,53.0,75.0,1.36,0.07010930976208021,212,524
George. Saint George.,6.0,15.0,54.0,75.0,1.36,0.07263384662590627,212,524
"Relax George, if we weren't playing Renaissance faires, we'd be ubering!",7.0,13.0,55.0,75.0,1.36,0.07507353752179284,212,524
Does this sword make my arms look short?,7.0,9.0,48.0,64.0,1.359375,0.08441908019630677,216,524
It's the second hand smoke that will kill me.,5.0,13.0,46.0,64.0,1.359375,0.07832316138363532,216,524
"If it makes you feel better, win or lose, we both get a trophy.",4.0,16.0,47.0,67.0,1.3582089552238803,0.07274887114566478,218,524
"Decades after they parted, Little Jackie Paper regrets his decision to reconnect with Puff.",7.0,10.0,50.0,67.0,1.3582089552238803,0.08154293566023545,218,524
If I win you have to take me flying.,3.0,18.0,46.0,67.0,1.3582089552238803,0.06957092940729591,218,524
Gotcha! Your pilot-light just went out.,5.0,14.0,48.0,67.0,1.3582089552238803,0.07579368237090822,218,524
I'll stop smiting when you quit smoking.,7.0,10.0,50.0,67.0,1.3582089552238803,0.08154293566023545,218,524
I know how this ends George... and I don't like it.,4.0,16.0,47.0,67.0,1.3582089552238803,0.07274887114566478,218,524
You know what they say about dragons with small hands . . .,8.0,9.0,53.0,70.0,1.3571428571428572,0.08148648552537494,224,524
You don't bring a knife to a fire breathing contest.,6.0,13.0,51.0,70.0,1.3571428571428572,0.07623575259273473,224,524
Would you like a mint?,5.0,15.0,50.0,70.0,1.3571428571428572,0.07346979854628988,224,524
"My name is Inigo Montoya, you incinerated my father, prepare to die.",7.0,11.0,52.0,70.0,1.3571428571428572,0.07890480751087921,224,524
Sword shops really need to do better background checks.,9.0,7.0,54.0,70.0,1.3571428571428572,0.08398884448678515,224,524
"I warned you never to call me ""PUFF"".",7.0,11.0,52.0,70.0,1.3571428571428572,0.07890480751087921,224,524
"Say, wouldn't you rather frolic in the autumn mist?",7.0,11.0,52.0,70.0,1.3571428571428572,0.07890480751087921,224,524
"So, that's why they call you Puff.",4.0,18.0,51.0,73.0,1.356164383561644,0.06860721096491654,231,524
At your age no wonder you're burned out!!,7.0,12.0,54.0,73.0,1.356164383561644,0.07647549874175448,231,524
"Give up now or I tell you the ending to ""Game of Thrones.""",6.0,15.0,55.0,76.0,1.3552631578947372,0.07182812665240096,233,524
You were a lot more fun before you switched to vaping.,6.0,15.0,55.0,76.0,1.3552631578947372,0.07182812665240096,233,524
Wait! We might have a shared ancestry. Notice the shortened length of our non-dueling arms.,5.0,13.0,47.0,65.0,1.353846153846154,0.07730673554708377,235,524
Wait - You're left handed?,3.0,17.0,45.0,65.0,1.353846153846154,0.07081520245969987,235,524
Perhaps my shield affords me an unfair advantage,4.0,16.0,48.0,68.0,1.3529411764705883,0.07186437903312072,237,524
I have a shot at this if he doesn't sneeze...,5.0,14.0,49.0,68.0,1.3529411764705883,0.07485633264187075,237,524
"Next round, we fight fire with fire.",5.0,14.0,49.0,68.0,1.3529411764705883,0.07485633264187075,237,524
"Actually, on second thoughts, this town is big enough for both of us.",2.0,20.0,46.0,68.0,1.3529411764705883,0.06547156518876965,237,524
"That little hand tells me you're on your way to extinction, mister!",6.0,12.0,50.0,68.0,1.3529411764705883,0.0777332110449888,237,524
"I knew the HBO series would diverge from the books, but this seems like a bit of a stretch.",5.0,14.0,49.0,68.0,1.3529411764705883,0.07485633264187075,237,524
"After this, do you want to go frolic in the Autumn mist?",3.0,19.0,49.0,71.0,1.352112676056338,0.06682988870154939,243,524
I see you're still using the patch.,3.0,19.0,49.0,71.0,1.352112676056338,0.06682988870154939,243,524
Let's see who goes extinct,6.0,13.0,52.0,71.0,1.352112676056338,0.07532248989927287,243,524
Shoe's untied!,4.0,17.0,50.0,71.0,1.352112676056338,0.06977570143526332,243,524
"Hey, you're shoe lace is untied.",3.0,15.0,42.0,60.0,1.35,0.07450400967482973,247,524
