,Unnamed: 0,target_id,mean,precision,count,score,caption,contest,funny,somewhat_funny,unfunny,counts,rank
43,43,1756,1.570945945945946,0.02410136764245696,888,1.570945945945946,"Honey, is this where those nuclear tests were done in the nineteen fifties?",601,120,267,501,888,44
44,44,410,1.5709090909090908,0.024441445485116252,825,1.5709090909090908,Just pay him for the selfie.,601,102,267,456,825,45
45,45,3036,1.5682326621923937,0.023724222701751216,894,1.5682326621923937,"The U.S. Border Patrol's methods are unconventional, but it's cheaper than building a wall.",601,115,278,501,894,46
46,46,1054,1.5661501787842669,0.024847415977194583,839,1.5661501787842669,Maybe we do need a wall.,601,114,247,478,839,47
47,47,1062,1.5657418576598312,0.023703574623835873,829,1.5657418576598312,"I know we can't take one, but if it follows us home...",601,91,287,451,829,48
48,48,409,1.5576619273301735,0.02828871354351712,633,1.5576619273301735,"You were right, dear. The Cactus Run is much less stressful than last week's Cheetah Run.",601,82,189,362,633,49
49,49,781,1.5551181102362204,0.025266181848048148,762,1.5551181102362204,Those new Border Patrol disguises aren't fooling anybody.,601,91,241,430,762,50
50,50,1325,1.55467720685112,0.024646555316235046,759,1.55467720685112,What was it you said about global warming and plant migration?,601,81,259,419,759,51
51,51,4556,1.5497159090909092,0.026143353404317855,704,1.5497159090909092,I told you it would follow us home if you watered it.,601,82,223,399,704,52
52,52,88,1.5491009681881052,0.02722836824015102,723,1.5491009681881052,Cactus if you can!,601,104,189,430,723,53
53,53,4419,1.5454545454545454,0.028510929829751036,693,1.5454545454545454,"It may be my imagination, but I think Mexico is giving us the finger.",601,109,160,424,693,54
54,54,1110,1.5404120443740097,0.029787206512099918,631,1.5404120443740097,Just follow us. There’s still one acre of federally protected land left!,601,98,145,388,631,55
55,55,1283,1.5403726708074534,0.026370013703980125,644,1.5403726708074534,He's searching for his roots.,601,64,220,360,644,56
56,56,615,1.5377049180327869,0.030590515894144587,610,1.5377049180327869,I think the peyote's working!,601,98,132,380,610,57
57,57,1503,1.5363321799307958,0.02967751407473985,578,1.5363321799307958,I told you not to pee on it.,601,75,160,343,578,58
58,58,4965,1.5293072824156306,0.030288380356002356,563,1.5293072824156306,"Hurry! If we run, he’ll never cactus.",601,75,148,340,563,59
59,59,3490,1.5285714285714285,0.029989715053957425,560,1.5285714285714285,It's a mirage a trois.,601,71,154,335,560,60
60,60,3004,1.5284090909090908,0.029342522721417057,528,1.5284090909090908,He’s been able to skip every water station so far.,601,54,171,303,528,61
61,61,1713,1.5276292335115864,0.030268183502157462,561,1.5276292335115864,I told you not to pet it. Now it's following us home.,601,74,148,339,561,62
62,62,753,1.5269016697588127,0.030193418748196275,539,1.5269016697588127,This is good peyote.,601,65,154,320,539,63
63,63,3279,1.5251396648044693,0.03073573074691098,537,1.5251396648044693,I never expected shrinking the National Parks would lead to this kind of backlash.,601,69,144,324,537,64
64,64,2509,1.5247706422018348,0.028917065820434962,545,1.5247706422018348,I'll just remind you that the park ranger said not to encourage them.,601,56,174,315,545,65
65,65,3178,1.5232774674115457,0.030052659970535626,537,1.5232774674115457,"It's not the first time our day has been ruined by an annoying prick, is it honey?",601,63,155,319,537,66
66,66,2370,1.5215759849906192,0.030455098092185683,533,1.5215759849906192,Remember when I said global warming will bring changes we can't even imagine?,601,65,148,320,533,67
67,67,3590,1.5212355212355213,0.030139144518896037,518,1.5212355212355213,I think the peyote tea we drank this morning is catching up with us.,601,57,156,305,518,68
68,68,295,1.5205992509363295,0.030985924163354283,534,1.5205992509363295,I think I know how foreigners are getting into Arizona.,601,70,138,326,534,69
69,69,1838,1.5205992509363295,0.031436204463275184,534,1.5205992509363295,"""Hey, why aren't we making any footprints?",601,74,130,330,534,69
70,70,930,1.5201535508637236,0.02913933417624356,521,1.5201535508637236,"He's gaining on us, would you just give him the damn water bottle.",601,50,171,300,521,71
71,71,4942,1.5192697768762675,0.031130762864233805,493,1.5192697768762675,Didn't they used to test nukes around here?,601,56,144,293,493,72
72,72,4994,1.5188866799204772,0.032673856146272925,503,1.5188866799204772,I’ve changed my mind about GMOs.,601,72,117,314,503,73
73,73,1614,1.5182341650671785,0.03062400246400173,521,1.5182341650671785,We're ahead but he doesn't need as much water as we do.,601,62,146,313,521,74
74,74,4462,1.5172413793103448,0.03255726689057986,493,1.5172413793103448,I told you you should have peed somewhere else.,601,67,121,305,493,75
75,75,2218,1.5171717171717172,0.03344992738442998,495,1.5171717171717172,"""It'll be fun,"" you said. ""I bet peyote isn't even that strong,"" you said.",601,75,106,314,495,76
76,76,1392,1.517102615694165,0.03223218005750353,497,1.517102615694165,And I thought Burning Man couldn't get any weirder.,601,66,125,306,497,77
77,77,4998,1.5166340508806262,0.03131786889369958,511,1.5166340508806262,Arms lower. Lean into it.,601,64,136,311,511,78
78,78,3284,1.515212981744422,0.032937000236582865,493,1.515212981744422,What surprises me is how he got over that wall.,601,70,114,309,493,79
79,79,2373,1.5134020618556698,0.030833117294294863,485,1.5134020618556698,Don't run. It's trying to surrender.,601,51,147,287,485,80
80,80,2885,1.5125523012552302,0.0334701991478386,478,1.5125523012552302,"If only he has footprints, are we the mirage?",601,68,109,301,478,81
81,81,59,1.5103734439834025,0.030271253283820958,482,1.5103734439834025,"Wait, honey, I think it's trying to surrender.",601,46,154,282,482,82
82,82,1045,1.5084745762711864,0.03073216382564337,472,1.5084745762711864,Just act natural. They sense hydration.,601,46,148,278,472,83
83,83,1714,1.5064655172413792,0.03328291032978708,464,1.5064655172413792,Run faster! I think it wants a hug.,601,61,113,290,464,84
84,84,3495,1.5056689342403629,0.03180120070106913,441,1.5056689342403629,Well they did say the landscape would be moving.,601,43,137,261,441,85
85,85,2897,1.5022421524663676,0.0332558160536368,446,1.5022421524663676,Gumby? Is that you?,601,54,116,276,446,86
86,86,3082,1.5022421524663676,0.0340049224389021,446,1.5022421524663676,"Sweetie, don't look now but that prick is following us",601,59,106,281,446,86
87,87,3792,1.5,0.0341356568201071,436,1.5,You know that prickling sensation you get when someone’s following you?,601,56,106,274,436,88
88,88,4955,1.5,0.032228881970519915,436,1.5,"When we get to the border, let me do the talking.",601,44,130,262,436,88
89,89,4607,1.4976303317535544,0.03466564267625792,422,1.4976303317535544,"You had to pee on the cactus, didn't you?",601,54,102,266,422,90
90,90,3423,1.4963680387409202,0.03556660815114555,413,1.4963680387409202,"I take it back honey, your boss isn't the biggest prick I've ever seen",601,56,93,264,413,91
91,91,2841,1.4962779156327544,0.03484862594604808,403,1.4962779156327544,"you could have peed anywhere, but NO !",601,48,104,251,403,92
92,92,4387,1.4962025316455696,0.035192013643874684,395,1.4962025316455696,"Honey, I think the peyote has kicked in.",601,47,102,246,395,93
93,93,2853,1.4923076923076923,0.03420297171091295,390,1.4923076923076923,"Poor guy, I can’t imagine how chafed his inner thighs must be.",601,40,112,238,390,94
94,94,4266,1.4921875,0.0366895082093896,384,1.4921875,I think we all know who the bigger prick is now.,601,51,87,246,384,95
95,95,125,1.4896907216494846,0.03374227323799117,388,1.4896907216494846,Remember that housewarming gift you threw out?,601,37,116,235,388,96
96,96,3336,1.4891304347826086,0.03629944733239508,368,1.4891304347826086,"Don't worry, we will pull way ahead during the swimming event.",601,43,94,231,368,97
97,97,1590,1.4882506527415145,0.033653204294971324,383,1.4882506527415145,It's easier if you swing your arms.,601,35,117,231,383,98
98,98,1136,1.4871134020618555,0.0347128784475552,388,1.4871134020618555,"A scene from the lesser-known movie: ""Cactus If You Can.""",601,42,105,241,388,99
99,99,2591,1.4871134020618555,0.03452049317494935,388,1.4871134020618555,It's easier if you put your arms down.,601,41,107,240,388,99
100,100,369,1.4863387978142075,0.036238236382294335,366,1.4863387978142075,"“We’re no where near Area 51, Elise. Why do you ask?",601,42,94,230,366,101
101,101,1866,1.4856396866840733,0.03303558326991565,383,1.4856396866840733,Speed it up! Coming in last this time will REALLY be embarrassing!,601,32,122,229,383,102
102,102,3271,1.4822888283378746,0.03616028178332939,367,1.4822888283378746,Do you think it knows we are 60% water?,601,42,93,232,367,103
103,103,590,1.4814814814814814,0.0355925055596208,351,1.4814814814814814,Good to see these endangered species are finally getting proactive.,601,34,101,216,351,104
104,104,1250,1.4814814814814814,0.038871926839454216,351,1.4814814814814814,You're positive you didn't tell your ex-wife where we were going?,601,49,71,231,351,104
105,105,927,1.4808743169398908,0.036846064364535185,366,1.4808743169398908,"If we keep him, he'll have to sleep in his own bed.",601,45,86,235,366,106
106,106,4549,1.4808743169398908,0.03581587018023668,366,1.4808743169398908,"It's not the heat, it's the absurdity.",601,40,96,230,366,106
107,107,1646,1.4803370786516854,0.034778520585975026,356,1.4803370786516854,"I told you not to water it, now it won't leave us alone.",601,32,107,217,356,108
108,108,1697,1.4803370786516854,0.035230612707872824,356,1.4803370786516854,I don't think he's going to stop until he gets a hug.,601,34,103,219,356,108
109,109,4505,1.48,0.04060129310806079,350,1.48,Hey! Do you guys have a second to talk about our Lord and savior Jesus Christ?,601,57,54,239,350,110
110,110,646,1.4782608695652173,0.037857047171882575,345,1.4782608695652173,"Peyote's kicking in, hon.",601,42,81,222,345,111
111,111,2134,1.478005865102639,0.03513018789695846,341,1.478005865102639,"You know that ""runner's high"" they talk about?",601,29,105,207,341,112
112,112,425,1.4776536312849162,0.0361826108774429,358,1.4776536312849162,It's still not as strange as some of the people who follow us on Twitter.,601,39,93,226,358,113
113,113,2811,1.4776536312849162,0.03703749721915378,358,1.4776536312849162,I think he’s doing a dry run.,601,43,85,230,358,113
114,114,886,1.4764705882352942,0.0393875290977819,340,1.4764705882352942,I think he's angry because you called this place a sh**hole!,601,47,68,225,340,115
115,115,66,1.4761904761904765,0.03599157928463695,336,1.4761904761904765,We must be getting close to Area 51.,601,31,98,207,336,116
116,116,94,1.4757834757834758,0.038441786332848726,351,1.4757834757834758,Cactus if you can!,601,47,73,231,351,117
117,117,1427,1.4743202416918428,0.03662645278258293,331,1.4743202416918428,"He knows this is a triathalon, right?",601,32,93,206,331,118
118,118,3848,1.4741379310344829,0.03556810756967863,348,1.4741379310344829,I could have sworn we passed that cactus miles ago.,601,33,99,216,348,119
119,119,2482,1.474006116207951,0.03819645746088733,327,1.474006116207951,I... don't... have... to... out run... the cactus... Just... need... to run... faster... than... my wife.,601,37,81,209,327,120
120,120,1466,1.4739884393063585,0.0368693965195138,346,1.4739884393063585,Looks like something that happened in Vegas doesn't want to stay in Vegas.,601,38,88,220,346,121
121,121,2316,1.4732142857142858,0.03719927136968648,336,1.4732142857142858,He's just needling us.,601,36,87,213,336,122
122,122,1124,1.4723032069970845,0.038234493115950535,343,1.4723032069970845,"It's OK, he's close... but no saguaro.",601,43,76,224,343,123
123,123,4416,1.4723032069970845,0.03687248169180963,343,1.4723032069970845,Perhaps “spineless” wasn’t the best choice of words.,601,37,88,218,343,123
124,124,1875,1.4722222222222223,0.03943544377121756,324,1.4722222222222223,I think the peyote is kicking in.,601,41,71,212,324,125
125,125,2208,1.470059880239521,0.03759514358517611,334,1.470059880239521,He's going to cactus!,601,37,83,214,334,126
126,126,3092,1.470059880239521,0.03877247852202638,334,1.470059880239521,Honey...remember when you said tequila was a terrible chaser?,601,42,73,219,334,126
127,127,3737,1.470059880239521,0.03537734212738755,334,1.470059880239521,I keep getting that prickly feeling on the back of my neck.....,601,28,101,205,334,126
128,128,633,1.4693251533742333,0.037525294478,326,1.4693251533742333,Shoo! We only hug TREES,601,34,85,207,326,129
129,129,3392,1.4693251533742333,0.035456072767840206,326,1.4693251533742333,Looks like he wants a hug.,601,26,101,199,326,129
130,130,106,1.4684684684684686,0.038151568236392513,333,1.4684684684684686,Remember this the next time you want to relieve yourself on a cactus!,601,39,78,216,333,131
131,131,485,1.4682779456193351,0.038082882578904895,331,1.4682779456193351,So... how long has your dad been in witness protection?,601,38,79,214,331,132
132,132,3196,1.4682779456193351,0.03832252514667014,331,1.4682779456193351,Run faster! It's still trying to cactus.,601,39,77,215,331,132
133,133,2390,1.4673202614379084,0.03588336681942527,306,1.4673202614379084,"I don't have to outrun it, I only have to outrun you.",601,22,99,185,306,134
134,134,1933,1.4657980456026058,0.03974419485755391,307,1.4657980456026058,The mescaline is kicking in.,601,36,71,200,307,135
135,135,4468,1.464968152866242,0.037487189387313116,314,1.464968152866242,This border protection thing is getting out of hand.,601,30,86,198,314,136
136,136,333,1.463949843260188,0.039880074852438746,319,1.463949843260188,"We had a great time, we're just not huggers.",601,41,66,212,319,137
137,137,3422,1.463949843260188,0.03913148695617527,319,1.463949843260188,Come back! I’m going to make the desert great again!,601,38,72,209,319,137
138,138,2395,1.4637223974763407,0.039315003804251104,317,1.4637223974763407,You never should have called him spineless.,601,38,71,208,317,139
139,139,4333,1.4633333333333334,0.03786331497092064,300,1.4633333333333334,Remember when you said that GMOs are safe?,601,27,85,188,300,140
140,140,4983,1.4627329192546583,0.0373319256800102,322,1.4627329192546583,"Hold up Ted, I think it's trying to surrender.",601,32,85,205,322,141
141,141,429,1.461783439490446,0.036653720975209,314,1.461783439490446,What's the first sign of heat stroke again?,601,27,91,196,314,142
142,142,3164,1.461783439490446,0.04183882629843795,314,1.461783439490446,"Well, howdy Hopalong Cactussy !!",601,47,51,216,314,142
143,143,1870,1.461290322580645,0.03670240225456007,310,1.461290322580645,We're in trouble if HE is following US to find water,601,26,91,193,310,144
144,144,941,1.4612794612794613,0.03812846801680725,297,1.4612794612794613,The scenery around here is really moving.,601,27,83,187,297,145
145,145,3537,1.4596491228070176,0.03926460842885637,285,1.4596491228070176,"Yeah, we're a little downwind from the old atomic bomb test sites, why?",601,27,77,181,285,146
146,146,1721,1.4592833876221498,0.03751917073938835,307,1.4592833876221498,"Great, now it isn't even trying to freeze when I turn around.",601,28,85,194,307,147
147,147,1903,1.459016393442623,0.03769366227313527,305,1.459016393442623,"When they said ""The living Desert"", they weren't kidding.",601,28,84,193,305,148
148,148,979,1.4558303886925794,0.03944930161832764,283,1.4558303886925794,We should have never taken that peyote.,601,27,75,181,283,149
149,149,1671,1.4548611111111112,0.03832619903508968,288,1.4548611111111112,I think it might just want a hug.,601,25,81,182,288,150
150,150,829,1.4545454545454546,0.040980059977127316,297,1.4545454545454546,"All I said was, ""Hey, Saguaro, what kind of guano hole country do you come from?""",601,37,61,199,297,151
151,151,3794,1.4542372881355932,0.04005245658012139,295,1.4542372881355932,I don't have to outrun the cactus. I just have to outrun you.,601,33,68,194,295,152
152,152,1313,1.454225352112676,0.03997039689567917,284,1.454225352112676,"Of course you can run with us, just no more high fives, got it?",601,29,71,184,284,153
153,153,1684,1.4536082474226804,0.03926745252528671,291,1.4536082474226804,"Say Bob, do you know anything about the side effects of peyote?",601,29,74,188,291,154
154,154,893,1.4519572953736657,0.04242302510511177,281,1.4519572953736657,I've been running from pricks my whole life.,601,36,55,190,281,155
155,155,2698,1.4513888888888888,0.03862589784178444,288,1.4513888888888888,I think that border agent just blew his cover.,601,26,78,184,288,156
156,156,4242,1.4513888888888888,0.04164044535623157,288,1.4513888888888888,I think we spoiled him in the suburbs—he’s too entitled to go back to the wild now.,601,36,58,194,288,156
157,157,3070,1.4510489510489508,0.04006109389668865,286,1.4510489510489508,Please aloe me to introduce myself!,601,30,69,187,286,158
158,158,4346,1.4510489510489508,0.03944385263783249,286,1.4510489510489508,"He may be slow, but he won't need a water break for months.",601,28,73,185,286,158
159,159,1499,1.4494382022471908,0.042131311277580935,267,1.4494382022471908,"Honey, do you remember that little cactus plant your Mom gave us and we threw out?",601,30,60,177,267,160
160,160,1397,1.4487632508833923,0.04128221257794076,283,1.4487632508833923,I wonder why we don't leave footprints.,601,33,61,189,283,161
161,161,4589,1.4487632508833923,0.041884873404085865,283,1.4487632508833923,I told you he was an obnoxious prick,601,35,57,191,283,161
162,162,2792,1.4480286738351251,0.04046422551416271,279,1.4480286738351251,"This might just be the peyote talking, but I actually feel okay about this whole situation.",601,29,67,183,279,163
163,163,3705,1.4480286738351251,0.039496785661587666,279,1.4480286738351251,I think the environment is trying to surrender.,601,26,73,180,279,163
164,164,4622,1.4480286738351251,0.04171926219720544,279,1.4480286738351251,"Sure, you call yourselves tree huggers.",601,33,59,187,279,163
165,165,3899,1.4465648854961832,0.043053290951236674,262,1.4465648854961832,Last one there pays for the wall.,601,31,55,176,262,166
166,166,4834,1.4465648854961832,0.04024433077429676,262,1.4465648854961832,I told you that jogging around Area 51 was a bad idea.,601,23,71,168,262,166
167,167,3219,1.4460431654676258,0.04023969289416859,278,1.4460431654676258,"Look, we're just not really the hugging types.",601,28,68,182,278,168
168,168,1682,1.4456521739130437,0.03844555080794345,276,1.4456521739130437,I believe he's looking for his roots.,601,22,79,175,276,169
169,169,4173,1.4452554744525548,0.03898371260355842,274,1.4452554744525548,The shaman said this is totally normal.,601,23,76,175,274,170
170,170,4877,1.4431372549019608,0.04175505342571729,255,1.4431372549019608,"Besides dry mouth, what are some other signs of dehydration?",601,25,63,167,255,171
171,171,1767,1.4426877470355732,0.04273181599889618,253,1.4426877470355732,We're definitely lost. I'm certain this same cactus chased us an hour ago.,601,27,58,168,253,172
172,172,1354,1.4419475655430711,0.04003782026660704,267,1.4419475655430711,This isn't what I meant by a desert getaway.,601,24,70,173,267,173
173,173,3150,1.441509433962264,0.0426641712324611,265,1.441509433962264,We've passed it 4 times now - after every race rest stop.,601,31,55,179,265,174
174,174,3778,1.441509433962264,0.0402506789494912,265,1.441509433962264,I told you not to water it.,601,24,69,172,265,174
175,175,4294,1.441509433962264,0.04164694723076708,265,1.441509433962264,We can't just desert him.,601,28,61,176,265,174
176,176,2309,1.4404761904761905,0.04429566822649311,252,1.4404761904761905,I think the peyote just kicked in.,601,31,49,172,252,177
177,177,1833,1.439516129032258,0.04372105881227768,248,1.439516129032258,Your mother has NOT learned to respect our space.,601,28,53,167,248,178
178,178,3761,1.4394618834080717,0.04647575135166242,223,1.4394618834080717,I don't know why people are so impressed. His form is terrible and he never hydrates properly.,601,26,46,151,223,179
179,179,4036,1.4393939393939394,0.03998903507794088,264,1.4393939393939394,Maybe you were right. I shouldn't talk to plants.,601,23,70,171,264,180
180,180,4185,1.4393939393939394,0.04344162226845222,264,1.4393939393939394,It must be dry humor week at The New Yorker.,601,33,50,181,264,180
181,181,4547,1.4392156862745098,0.04060828271728691,255,1.4392156862745098,Now that's an invasive species!,601,22,68,165,255,182
182,182,3010,1.4389312977099236,0.039468497409778064,262,1.4389312977099236,"All I said was ""Nice succulent!.""",601,21,73,168,262,183
183,183,3939,1.4389312977099236,0.04092373564224156,262,1.4389312977099236,Can you guys slow down? My spines are acting up.,601,25,65,172,262,183
184,184,3808,1.4351464435146444,0.04331974321830067,239,1.4351464435146444,I love these new mobile cell towers.,601,24,56,159,239,185
185,185,4381,1.43359375,0.041211563671364984,256,1.43359375,Let's speed up. I don't want to get stuck out here.,601,24,63,169,256,186
186,186,3288,1.4322033898305084,0.044518349202842984,236,1.4322033898305084,I think the peyote is kicking in.,601,26,50,160,236,187
187,187,2298,1.432098765432099,0.04510332502224495,243,1.432098765432099,This is our new border security?,601,30,45,168,243,188
188,188,651,1.4315352697095436,0.04055295786927112,241,1.4315352697095436,This may be the best trainer we’ve ever hired.,601,18,68,155,241,189
189,189,4447,1.4308943089430894,0.04200176251803503,246,1.4308943089430894,it's moving to Canada...,601,23,60,163,246,190
190,190,4453,1.4304932735426008,0.0472814979722208,223,1.4304932735426008,This is nothing. For a high impact workout they send a tumbleweed.,601,28,40,155,223,191
191,191,2954,1.4297520661157024,0.04084633795545233,242,1.4297520661157024,"“No, it’s not “just like acupuncture”!",601,19,66,157,242,192
192,192,3944,1.4297520661157024,0.04084633795545233,242,1.4297520661157024,Can we skip high fives at the finish?,601,19,66,157,242,192
193,193,4796,1.4273858921161826,0.042602746421193466,241,1.4273858921161826,"Oh, he can be such a prick!",601,23,57,161,241,194
194,194,4145,1.4267782426778242,0.042855394603772114,239,1.4267782426778242,He keeps complaining about plant fasciitis.,601,23,56,160,239,195
195,195,2223,1.4267241379310345,0.042489848094441784,232,1.4267241379310345,"No, its Homeland Security.",601,20,59,153,232,196
196,196,1725,1.426605504587156,0.046280886275843286,218,1.426605504587156,"I have an idea, but we'll need Mexico to pay for it.",601,24,45,149,218,197
197,197,74,1.4261603375527423,0.04098606824208016,237,1.4261603375527423,"Tag is fine with me, as long as we don’t have to play Leapfrog again.",601,18,65,154,237,198
198,198,773,1.4261603375527423,0.040104144154604,237,1.4261603375527423,It's either a mirage or that cactus is really pleased to see me.,601,16,69,152,237,198
199,199,1061,1.4261603375527423,0.04054750404351487,237,1.4261603375527423,Did you happen to step on a baby cactus?,601,17,67,153,237,198
200,200,2305,1.4261603375527423,0.045532324271730484,237,1.4261603375527423,"Um... remember when you laughed and yelled ""Cactus if you can!""",601,29,43,165,237,198
201,201,2510,1.4261603375527423,0.04269529966034714,237,1.4261603375527423,Looks like we might be stuck with him.,601,22,57,158,237,198
202,202,3952,1.4261603375527423,0.04513795351808076,237,1.4261603375527423,Are you fleeing Trump’s America too?,601,28,45,164,237,198
203,203,1386,1.425,0.041470948982196686,240,1.425,Did you ever notice that there's never a wall when you need one?,601,20,62,158,240,204
204,204,69,1.4230769230769231,0.0467410042844514,234,1.4230769230769231,I think it wants us to have a mirage-et-trois!,601,31,37,166,234,205
205,205,2901,1.4230769230769231,0.04348864174231901,234,1.4230769230769231,Where did you pee Jeff?,601,23,53,158,234,205
206,206,3439,1.4230769230769231,0.043064829274895015,234,1.4230769230769231,"If he follows us home, we’ll be stuck with him",601,22,55,157,234,205
207,207,253,1.4224137931034482,0.04375533325901732,232,1.4224137931034482,I think the runner's high is starting to kick in.,601,23,52,157,232,208
208,208,4870,1.4222222222222225,0.046906037637419684,225,1.4222222222222225,The Abominable Snowman adapts to Global Warming.,601,28,39,158,225,209
209,209,1929,1.4215246636771302,0.04319686805844113,223,1.4215246636771302,I don’t care if he just wants a hug!,601,19,56,148,223,210
