target_id,precision,count,score,caption,contest,funny,somewhat_funny,unfunny,rank
1261,0.021931310512154183,1220,1.6270491803278688,Honey I think this prick is following us.,601,215,335,670,29
262,0.018542879974737768,1612,1.6222084367245655,"I know you're a botanist, but couldn't we just get a dog?",601,257,489,866,30
938,0.022922879004238214,968,1.6208677685950412,"You're doing great, but try using your arms, more.",601,132,337,499,31
2730,0.019779727395413442,1479,1.6118999323867478,Keep moving. He's a hugger.,601,252,401,826,32
1146,0.018914401449792083,1469,1.609938733832539,I think it knows we're 60% water!,601,211,474,784,33
2956,0.023860700105251032,830,1.608433734939759,I warned you not to give it water.,601,97,311,422,34
4623,0.019624830383126245,1427,1.6026629292221444,The peyote is kicking in.,601,221,418,788,35
4545,0.021606851991936696,1064,1.5968045112781954,"I love morning runs, the scenery really comes alive.",601,136,363,565,36
4374,0.02205227327151624,1155,1.5956709956709956,"No, if it were more than one I would have said cacti!",601,185,318,652,37
1307,0.023320172663254857,1240,1.5919354838709678,"Honey, I think you dropped your Viagra.",601,268,198,774,38
1046,0.023114757173945816,1110,1.5837837837837838,This guy following us is a real prick,601,194,260,656,39
1528,0.025995110037694263,708,1.5819209039548023,"No, the hallucinations don't usually start until at least the 50th mile or so. Why do you ask?",601,83,246,379,40
3407,0.02232175299793741,1023,1.5816226783968717,"By any chance, were there ever nuclear tests in this desert?",601,136,323,564,41
1637,0.024302602632776515,877,1.5792474344355758,"You have to admit, he's in good shape for a 170 year old.",601,120,268,489,42
1140,0.023397324028340848,917,1.5768811341330424,It must be an invasive species.,601,118,293,506,43
1756,0.024101367642456958,888,1.570945945945946,"Honey, is this where those nuclear tests were done in the nineteen fifties?",601,120,267,501,44
410,0.02444144548511625,825,1.5709090909090908,Just pay him for the selfie.,601,102,267,456,45
3036,0.023724222701751216,894,1.5682326621923937,"The U.S. Border Patrol's methods are unconventional, but it's cheaper than building a wall.",601,115,278,501,46
1054,0.024847415977194583,839,1.5661501787842669,Maybe we do need a wall.,601,114,247,478,47
1062,0.023703574623835873,829,1.5657418576598312,"I know we can't take one, but if it follows us home...",601,91,287,451,48
409,0.02828871354351712,633,1.5576619273301735,"You were right, dear. The Cactus Run is much less stressful than last week's Cheetah Run.",601,82,189,362,49
781,0.025266181848048148,762,1.5551181102362204,Those new Border Patrol disguises aren't fooling anybody.,601,91,241,430,50
1325,0.024646555316235046,759,1.55467720685112,What was it you said about global warming and plant migration?,601,81,259,419,51
4556,0.026143353404317855,704,1.5497159090909092,I told you it would follow us home if you watered it.,601,82,223,399,52
88,0.02722836824015102,723,1.5491009681881052,Cactus if you can!,601,104,189,430,53
4419,0.028510929829751036,693,1.5454545454545454,"It may be my imagination, but I think Mexico is giving us the finger.",601,109,160,424,54
1110,0.029787206512099918,631,1.5404120443740097,Just follow us. There’s still one acre of federally protected land left!,601,98,145,388,55
1283,0.026370013703980125,644,1.5403726708074534,He's searching for his roots.,601,64,220,360,56
615,0.030590515894144587,610,1.5377049180327869,I think the peyote's working!,601,98,132,380,57
1503,0.02967751407473985,578,1.5363321799307958,I told you not to pee on it.,601,75,160,343,58
4965,0.030288380356002363,563,1.5293072824156306,"Hurry! If we run, he’ll never cactus.",601,75,148,340,59
3490,0.029989715053957425,560,1.5285714285714285,It's a mirage a trois.,601,71,154,335,60
3004,0.029342522721417057,528,1.5284090909090908,He’s been able to skip every water station so far.,601,54,171,303,61
1713,0.030268183502157462,561,1.5276292335115864,I told you not to pet it. Now it's following us home.,601,74,148,339,62
753,0.030193418748196275,539,1.5269016697588127,This is good peyote.,601,65,154,320,63
3279,0.03073573074691098,537,1.5251396648044693,I never expected shrinking the National Parks would lead to this kind of backlash.,601,69,144,324,64
2509,0.028917065820434962,545,1.5247706422018348,I'll just remind you that the park ranger said not to encourage them.,601,56,174,315,65
3178,0.030052659970535626,537,1.5232774674115457,"It's not the first time our day has been ruined by an annoying prick, is it honey?",601,63,155,319,66
2370,0.030455098092185683,533,1.5215759849906192,Remember when I said global warming will bring changes we can't even imagine?,601,65,148,320,67
3590,0.030139144518896037,518,1.5212355212355213,I think the peyote tea we drank this morning is catching up with us.,601,57,156,305,68
295,0.030985924163354283,534,1.5205992509363295,I think I know how foreigners are getting into Arizona.,601,70,138,326,69
1838,0.031436204463275184,534,1.5205992509363295,"""Hey, why aren't we making any footprints?",601,74,130,330,69
930,0.02913933417624356,521,1.5201535508637236,"He's gaining on us, would you just give him the damn water bottle.",601,50,171,300,71
4942,0.031130762864233805,493,1.5192697768762675,Didn't they used to test nukes around here?,601,56,144,293,72
4994,0.032673856146272925,503,1.5188866799204772,I’ve changed my mind about GMOs.,601,72,117,314,73
1614,0.03062400246400173,521,1.5182341650671785,We're ahead but he doesn't need as much water as we do.,601,62,146,313,74
4462,0.03255726689057986,493,1.5172413793103448,I told you you should have peed somewhere else.,601,67,121,305,75
2218,0.03344992738442998,495,1.5171717171717172,"""It'll be fun,"" you said. ""I bet peyote isn't even that strong,"" you said.",601,75,106,314,76
1392,0.03223218005750353,497,1.517102615694165,And I thought Burning Man couldn't get any weirder.,601,66,125,306,77
4998,0.03131786889369958,511,1.5166340508806262,Arms lower. Lean into it.,601,64,136,311,78
3284,0.032937000236582865,493,1.515212981744422,What surprises me is how he got over that wall.,601,70,114,309,79
2373,0.030833117294294863,485,1.5134020618556698,Don't run. It's trying to surrender.,601,51,147,287,80
2885,0.0334701991478386,478,1.5125523012552302,"If only he has footprints, are we the mirage?",601,68,109,301,81
59,0.03027125328382096,482,1.5103734439834025,"Wait, honey, I think it's trying to surrender.",601,46,154,282,82
1045,0.03073216382564337,472,1.5084745762711864,Just act natural. They sense hydration.,601,46,148,278,83
1714,0.03328291032978708,464,1.5064655172413792,Run faster! I think it wants a hug.,601,61,113,290,84
3495,0.03180120070106913,441,1.5056689342403629,Well they did say the landscape would be moving.,601,43,137,261,85
2897,0.0332558160536368,446,1.5022421524663676,Gumby? Is that you?,601,54,116,276,86
3082,0.0340049224389021,446,1.5022421524663676,"Sweetie, don't look now but that prick is following us",601,59,106,281,86
3792,0.0341356568201071,436,1.5,You know that prickling sensation you get when someone’s following you?,601,56,106,274,88
4955,0.032228881970519915,436,1.5,"When we get to the border, let me do the talking.",601,44,130,262,88
4607,0.03466564267625792,422,1.4976303317535544,"You had to pee on the cactus, didn't you?",601,54,102,266,90
3423,0.03556660815114555,413,1.4963680387409202,"I take it back honey, your boss isn't the biggest prick I've ever seen",601,56,93,264,91
2841,0.03484862594604808,403,1.4962779156327544,"you could have peed anywhere, but NO !",601,48,104,251,92
4387,0.035192013643874684,395,1.4962025316455696,"Honey, I think the peyote has kicked in.",601,47,102,246,93
2853,0.03420297171091295,390,1.4923076923076923,"Poor guy, I can’t imagine how chafed his inner thighs must be.",601,40,112,238,94
4266,0.0366895082093896,384,1.4921875,I think we all know who the bigger prick is now.,601,51,87,246,95
125,0.03374227323799117,388,1.4896907216494846,Remember that housewarming gift you threw out?,601,37,116,235,96
3336,0.03629944733239508,368,1.4891304347826086,"Don't worry, we will pull way ahead during the swimming event.",601,43,94,231,97
1590,0.033653204294971324,383,1.4882506527415145,It's easier if you swing your arms.,601,35,117,231,98
1136,0.0347128784475552,388,1.4871134020618555,"A scene from the lesser-known movie: ""Cactus If You Can.""",601,42,105,241,99
2591,0.03452049317494935,388,1.4871134020618555,It's easier if you put your arms down.,601,41,107,240,99
369,0.036238236382294335,366,1.4863387978142075,"“We’re no where near Area 51, Elise. Why do you ask?",601,42,94,230,101
1866,0.03303558326991565,383,1.4856396866840733,Speed it up! Coming in last this time will REALLY be embarrassing!,601,32,122,229,102
3271,0.03616028178332939,367,1.4822888283378746,Do you think it knows we are 60% water?,601,42,93,232,103
590,0.0355925055596208,351,1.4814814814814814,Good to see these endangered species are finally getting proactive.,601,34,101,216,104
1250,0.038871926839454216,351,1.4814814814814814,You're positive you didn't tell your ex-wife where we were going?,601,49,71,231,104
927,0.036846064364535185,366,1.4808743169398908,"If we keep him, he'll have to sleep in his own bed.",601,45,86,235,106
4549,0.03581587018023668,366,1.4808743169398908,"It's not the heat, it's the absurdity.",601,40,96,230,106
1646,0.034778520585975026,356,1.4803370786516854,"I told you not to water it, now it won't leave us alone.",601,32,107,217,108
1697,0.035230612707872824,356,1.4803370786516854,I don't think he's going to stop until he gets a hug.,601,34,103,219,108
4505,0.04060129310806079,350,1.48,Hey! Do you guys have a second to talk about our Lord and savior Jesus Christ?,601,57,54,239,110
646,0.037857047171882575,345,1.4782608695652173,"Peyote's kicking in, hon.",601,42,81,222,111
2134,0.03513018789695846,341,1.478005865102639,"You know that ""runner's high"" they talk about?",601,29,105,207,112
425,0.0361826108774429,358,1.4776536312849162,It's still not as strange as some of the people who follow us on Twitter.,601,39,93,226,113
2811,0.03703749721915378,358,1.4776536312849162,I think he’s doing a dry run.,601,43,85,230,113
886,0.0393875290977819,340,1.4764705882352942,I think he's angry because you called this place a sh**hole!,601,47,68,225,115
66,0.03599157928463695,336,1.4761904761904765,We must be getting close to Area 51.,601,31,98,207,116
94,0.038441786332848726,351,1.4757834757834758,Cactus if you can!,601,47,73,231,117
1427,0.03662645278258293,331,1.4743202416918428,"He knows this is a triathalon, right?",601,32,93,206,118
3848,0.03556810756967863,348,1.4741379310344829,I could have sworn we passed that cactus miles ago.,601,33,99,216,119
2482,0.03819645746088733,327,1.474006116207951,I... don't... have... to... out run... the cactus... Just... need... to run... faster... than... my wife.,601,37,81,209,120
1466,0.0368693965195138,346,1.4739884393063585,Looks like something that happened in Vegas doesn't want to stay in Vegas.,601,38,88,220,121
2316,0.03719927136968648,336,1.4732142857142858,He's just needling us.,601,36,87,213,122
1124,0.038234493115950535,343,1.4723032069970845,"It's OK, he's close... but no saguaro.",601,43,76,224,123
4416,0.03687248169180963,343,1.4723032069970845,Perhaps “spineless” wasn’t the best choice of words.,601,37,88,218,123
1875,0.03943544377121756,324,1.4722222222222223,I think the peyote is kicking in.,601,41,71,212,125
2208,0.03759514358517611,334,1.470059880239521,He's going to cactus!,601,37,83,214,126
3092,0.03877247852202638,334,1.470059880239521,Honey...remember when you said tequila was a terrible chaser?,601,42,73,219,126
3737,0.03537734212738755,334,1.470059880239521,I keep getting that prickly feeling on the back of my neck.....,601,28,101,205,126
633,0.037525294478,326,1.4693251533742333,Shoo! We only hug TREES,601,34,85,207,129
3392,0.035456072767840206,326,1.4693251533742333,Looks like he wants a hug.,601,26,101,199,129
106,0.038151568236392513,333,1.4684684684684686,Remember this the next time you want to relieve yourself on a cactus!,601,39,78,216,131
485,0.038082882578904895,331,1.4682779456193351,So... how long has your dad been in witness protection?,601,38,79,214,132
3196,0.03832252514667014,331,1.4682779456193351,Run faster! It's still trying to cactus.,601,39,77,215,132
2390,0.03588336681942527,306,1.4673202614379084,"I don't have to outrun it, I only have to outrun you.",601,22,99,185,134
1933,0.03974419485755391,307,1.4657980456026058,The mescaline is kicking in.,601,36,71,200,135
4468,0.037487189387313116,314,1.464968152866242,This border protection thing is getting out of hand.,601,30,86,198,136
333,0.039880074852438746,319,1.463949843260188,"We had a great time, we're just not huggers.",601,41,66,212,137
3422,0.03913148695617527,319,1.463949843260188,Come back! I’m going to make the desert great again!,601,38,72,209,137
2395,0.039315003804251104,317,1.4637223974763407,You never should have called him spineless.,601,38,71,208,139
4333,0.03786331497092064,300,1.4633333333333334,Remember when you said that GMOs are safe?,601,27,85,188,140
4983,0.0373319256800102,322,1.4627329192546583,"Hold up Ted, I think it's trying to surrender.",601,32,85,205,141
429,0.036653720975209,314,1.461783439490446,What's the first sign of heat stroke again?,601,27,91,196,142
3164,0.04183882629843795,314,1.461783439490446,"Well, howdy Hopalong Cactussy !!",601,47,51,216,142
1870,0.03670240225456007,310,1.461290322580645,We're in trouble if HE is following US to find water,601,26,91,193,144
941,0.03812846801680725,297,1.4612794612794613,The scenery around here is really moving.,601,27,83,187,145
3537,0.03926460842885637,285,1.4596491228070176,"Yeah, we're a little downwind from the old atomic bomb test sites, why?",601,27,77,181,146
1721,0.03751917073938835,307,1.4592833876221498,"Great, now it isn't even trying to freeze when I turn around.",601,28,85,194,147
1903,0.03769366227313527,305,1.459016393442623,"When they said ""The living Desert"", they weren't kidding.",601,28,84,193,148
979,0.03944930161832764,283,1.4558303886925794,We should have never taken that peyote.,601,27,75,181,149
1671,0.03832619903508968,288,1.4548611111111112,I think it might just want a hug.,601,25,81,182,150
829,0.040980059977127316,297,1.4545454545454546,"All I said was, ""Hey, Saguaro, what kind of guano hole country do you come from?""",601,37,61,199,151
3794,0.04005245658012139,295,1.4542372881355932,I don't have to outrun the cactus. I just have to outrun you.,601,33,68,194,152
1313,0.03997039689567917,284,1.454225352112676,"Of course you can run with us, just no more high fives, got it?",601,29,71,184,153
1684,0.03926745252528671,291,1.4536082474226804,"Say Bob, do you know anything about the side effects of peyote?",601,29,74,188,154
893,0.04242302510511177,281,1.4519572953736657,I've been running from pricks my whole life.,601,36,55,190,155
2698,0.03862589784178444,288,1.4513888888888888,I think that border agent just blew his cover.,601,26,78,184,156
4242,0.04164044535623157,288,1.4513888888888888,I think we spoiled him in the suburbs—he’s too entitled to go back to the wild now.,601,36,58,194,156
3070,0.04006109389668865,286,1.4510489510489508,Please aloe me to introduce myself!,601,30,69,187,158
4346,0.03944385263783249,286,1.4510489510489508,"He may be slow, but he won't need a water break for months.",601,28,73,185,158
1499,0.042131311277580935,267,1.4494382022471908,"Honey, do you remember that little cactus plant your Mom gave us and we threw out?",601,30,60,177,160
1397,0.04128221257794076,283,1.4487632508833923,I wonder why we don't leave footprints.,601,33,61,189,161
4589,0.041884873404085865,283,1.4487632508833923,I told you he was an obnoxious prick,601,35,57,191,161
2792,0.04046422551416271,279,1.4480286738351251,"This might just be the peyote talking, but I actually feel okay about this whole situation.",601,29,67,183,163
3705,0.039496785661587666,279,1.4480286738351251,I think the environment is trying to surrender.,601,26,73,180,163
4622,0.04171926219720544,279,1.4480286738351251,"Sure, you call yourselves tree huggers.",601,33,59,187,163
3899,0.043053290951236674,262,1.4465648854961832,Last one there pays for the wall.,601,31,55,176,166
4834,0.04024433077429676,262,1.4465648854961832,I told you that jogging around Area 51 was a bad idea.,601,23,71,168,166
3219,0.04023969289416859,278,1.4460431654676258,"Look, we're just not really the hugging types.",601,28,68,182,168
1682,0.03844555080794345,276,1.4456521739130437,I believe he's looking for his roots.,601,22,79,175,169
4173,0.03898371260355842,274,1.4452554744525548,The shaman said this is totally normal.,601,23,76,175,170
4877,0.04175505342571729,255,1.4431372549019608,"Besides dry mouth, what are some other signs of dehydration?",601,25,63,167,171
1767,0.04273181599889618,253,1.4426877470355732,We're definitely lost. I'm certain this same cactus chased us an hour ago.,601,27,58,168,172
1354,0.04003782026660704,267,1.4419475655430711,This isn't what I meant by a desert getaway.,601,24,70,173,173
3150,0.0426641712324611,265,1.441509433962264,We've passed it 4 times now - after every race rest stop.,601,31,55,179,174
3778,0.0402506789494912,265,1.441509433962264,I told you not to water it.,601,24,69,172,174
4294,0.04164694723076708,265,1.441509433962264,We can't just desert him.,601,28,61,176,174
2309,0.04429566822649311,252,1.4404761904761905,I think the peyote just kicked in.,601,31,49,172,177
1833,0.04372105881227768,248,1.439516129032258,Your mother has NOT learned to respect our space.,601,28,53,167,178
3761,0.04647575135166242,223,1.4394618834080717,I don't know why people are so impressed. His form is terrible and he never hydrates properly.,601,26,46,151,179
4036,0.03998903507794088,264,1.4393939393939394,Maybe you were right. I shouldn't talk to plants.,601,23,70,171,180
4185,0.04344162226845222,264,1.4393939393939394,It must be dry humor week at The New Yorker.,601,33,50,181,180
4547,0.04060828271728691,255,1.4392156862745098,Now that's an invasive species!,601,22,68,165,182
3010,0.039468497409778064,262,1.4389312977099236,"All I said was ""Nice succulent!.""",601,21,73,168,183
3939,0.04092373564224156,262,1.4389312977099236,Can you guys slow down? My spines are acting up.,601,25,65,172,183
3808,0.04331974321830067,239,1.4351464435146444,I love these new mobile cell towers.,601,24,56,159,185
4381,0.041211563671364984,256,1.43359375,Let's speed up. I don't want to get stuck out here.,601,24,63,169,186
3288,0.044518349202842984,236,1.4322033898305084,I think the peyote is kicking in.,601,26,50,160,187
2298,0.04510332502224495,243,1.4320987654320991,This is our new border security?,601,30,45,168,188
651,0.04055295786927112,241,1.4315352697095436,This may be the best trainer we’ve ever hired.,601,18,68,155,189
4447,0.04200176251803503,246,1.4308943089430894,it's moving to Canada...,601,23,60,163,190
4453,0.0472814979722208,223,1.4304932735426008,This is nothing. For a high impact workout they send a tumbleweed.,601,28,40,155,191
2954,0.04084633795545233,242,1.4297520661157024,"“No, it’s not “just like acupuncture”!",601,19,66,157,192
3944,0.04084633795545233,242,1.4297520661157024,Can we skip high fives at the finish?,601,19,66,157,192
4796,0.042602746421193466,241,1.4273858921161826,"Oh, he can be such a prick!",601,23,57,161,194
4145,0.042855394603772114,239,1.4267782426778242,He keeps complaining about plant fasciitis.,601,23,56,160,195
2223,0.042489848094441784,232,1.4267241379310345,"No, its Homeland Security.",601,20,59,153,196
1725,0.046280886275843286,218,1.426605504587156,"I have an idea, but we'll need Mexico to pay for it.",601,24,45,149,197
74,0.04098606824208016,237,1.4261603375527423,"Tag is fine with me, as long as we don’t have to play Leapfrog again.",601,18,65,154,198
773,0.040104144154604,237,1.4261603375527423,It's either a mirage or that cactus is really pleased to see me.,601,16,69,152,198
1061,0.04054750404351487,237,1.4261603375527423,Did you happen to step on a baby cactus?,601,17,67,153,198
2305,0.045532324271730484,237,1.4261603375527423,"Um... remember when you laughed and yelled ""Cactus if you can!""",601,29,43,165,198
2510,0.04269529966034714,237,1.4261603375527423,Looks like we might be stuck with him.,601,22,57,158,198
3952,0.04513795351808076,237,1.4261603375527423,Are you fleeing Trump’s America too?,601,28,45,164,198
1386,0.041470948982196686,240,1.425,Did you ever notice that there's never a wall when you need one?,601,20,62,158,204
69,0.0467410042844514,234,1.4230769230769231,I think it wants us to have a mirage-et-trois!,601,31,37,166,205
2901,0.04348864174231901,234,1.4230769230769231,Where did you pee Jeff?,601,23,53,158,205
3439,0.043064829274895015,234,1.4230769230769231,"If he follows us home, we’ll be stuck with him",601,22,55,157,205
253,0.04375533325901732,232,1.4224137931034482,I think the runner's high is starting to kick in.,601,23,52,157,208
4870,0.046906037637419684,225,1.4222222222222225,The Abominable Snowman adapts to Global Warming.,601,28,39,158,209
1929,0.04319686805844113,223,1.4215246636771302,I don’t care if he just wants a hug!,601,19,56,148,210
2523,0.04591692793825948,223,1.4215246636771302,"With his cover blown ten minutes into the mission, Officer Day gave chase in his camouflage and wondered if he had put enough research into the native flora of Upstate New York",601,25,44,154,210
3675,0.04701742420733083,216,1.4212962962962965,"Honey, I think the peyote is kicking in!",601,25,41,150,212
593,0.04252151462101803,228,1.4210526315789471,Hurry Dan! I am not finishing behind the cactus again!,601,19,58,151,213
3184,0.043467613582489975,221,1.420814479638009,Looks like Homeland Security got their budget increase,601,19,55,147,214
4637,0.04577237274624922,221,1.420814479638009,"Enough with the drama Shirley , we’re all thirsty",601,24,45,152,214
2637,0.044022908879067436,217,1.4193548387096775,The peyote is kicking in.,601,19,53,145,216
1037,0.043808948696478126,225,1.4177777777777778,That guy behind us is a total prick.,601,21,52,152,217
1091,0.04425953598461231,225,1.4177777777777778,Group hug!,601,22,50,153,217
3454,0.043808948696478126,225,1.4177777777777778,You had to get a cutting.,601,21,52,152,217
3576,0.04644695064248988,225,1.4177777777777778,"No, if it were more than one I would have said cacti!",601,27,40,158,217
4157,0.042893576518233736,225,1.4177777777777778,Tomorrow I'm using the treadmill.,601,19,56,150,217
2363,0.04543901638827056,223,1.4170403587443947,I refuse to lose another 5k to some jerk in a stupid costume.,601,24,45,154,222
4512,0.04362462190301358,223,1.4170403587443947,"I'm sorry! It was insensitive to call you ""an invasive species!""",601,20,53,150,222
1329,0.042471312326723305,221,1.4162895927601808,"Even here, they have binge drinkers.",601,17,58,146,224
1419,0.04295285445703302,221,1.4162895927601808,Weird! We don't have any footprints!,601,18,56,147,224
3513,0.04436613248600793,221,1.4162895927601808,I don't think we can outrun it. I've heard they can go a long time without water.,601,21,50,150,224
4685,0.04295285445703302,221,1.4162895927601808,We don't have any water! Go away!,601,18,56,147,224
2261,0.04465180352128372,219,1.4155251141552512,"It’s definitely kicking in now, Chad. Best Burning Man ever!",601,21,49,149,228
4578,0.04273425109415293,219,1.4155251141552512,Who knew succulents had a dry sense of humor?,601,17,57,145,228
115,0.0458819648574337,217,1.4147465437788018,Hey remember that cactus you peed on?,601,23,44,150,230
3203,0.04446511561499037,217,1.4147465437788018,This is the part of global warming no one ever warned us about!,601,20,50,147,230
3659,0.04446511561499037,217,1.4147465437788018,We're half water. It knows.,601,20,50,147,230
2850,0.04426661913392044,215,1.4139534883720932,"""Honey, remember that little cactus from the sunroom... you said, ""It's dead, just throw it out""?",601,19,51,145,233
660,0.04451075289859832,203,1.4137931034482758,Those border patrol agents are getting sneaky,601,16,52,135,234
3492,0.04840587255059043,218,1.4128440366972477,who is that prick following us?,601,29,32,157,235
896,0.04506878265708677,216,1.4120370370370368,"Honey, run faster. Some prick is following us.",601,21,47,148,236
3697,0.04311530913315323,216,1.4120370370370368,He says this is a stick up.,601,17,55,144,236
4265,0.04106902230517557,216,1.4120370370370368,Remember when I was saying nothing very interesting ever happens around here?,601,13,63,140,236
4860,0.04458843850210092,216,1.4120370370370368,On your left!,601,20,49,147,236
3259,0.04488028433206241,214,1.411214953271028,"Yes, Jerry - weirder than us not having footprints.",601,20,48,146,240
2384,0.04596586766845333,207,1.4106280193236715,Are you sure your wife doesn't know about us?,601,20,45,142,241
1059,0.044679642466532256,212,1.410377358490566,What's he all up-in-arms about ?,601,19,49,144,242
2695,0.042631297944268176,212,1.410377358490566,"He's not fast, but he's well hydrated",601,15,57,140,242
255,0.045479384331820784,210,1.4095238095238096,"We're looking for water, too.",601,20,46,144,244
795,0.04497561486606234,210,1.4095238095238096,I thought you said Burning Man was next week.,601,19,48,143,244
2114,0.0423670107450936,210,1.4095238095238096,I think we have a thorny problem.,601,14,58,138,244
1226,0.04660446109550577,203,1.4088669950738917,Run before he sticks it to us!,601,20,43,140,247
3293,0.04500728544667215,203,1.4088669950738917,"Well, I guess it's cheaper than the wall.",601,17,49,137,247
3319,0.04554590095189308,203,1.4088669950738917,They really do have a shallow root system.,601,18,47,138,247
3998,0.04500728544667215,203,1.4088669950738917,I told you to water the cactus before it starts running dry.,601,17,49,137,247
1096,0.043710843569130166,208,1.4086538461538465,"Pick up the pace, honey. I don't want to get stuck here.",601,16,53,139,251
1379,0.04629139782468493,208,1.4086538461538465,When is the peyote supposed to wear off?,601,21,43,144,251
4339,0.04885110961854519,199,1.407035175879397,"Amy wondered, if it came to it, could she kill a cactus as easily as her houseplants?",601,23,35,141,253
2834,0.04488598595183646,207,1.4057971014492754,I told you peyote wasn't a performance drug.,601,18,48,141,254
3277,0.0459190152925698,207,1.4057971014492754,"To him, we're succulent as well.",601,20,44,143,254
1659,0.04795442142660959,195,1.405128205128205,"So, peyote does what now?",601,20,39,136,256
1382,0.04825880778390165,205,1.4048780487804875,I think it's just sleep walking. I can hear it sonoran.,601,24,35,146,257
4350,0.04707636509833347,203,1.4039408866995071,"I swear, no matter where we run the pricks keep following us.",601,21,40,142,258
4478,0.04602865901141085,203,1.4039408866995071,"No, I'm not using a Freudian metaphor; turn around and look at it.",601,19,44,140,258
504,0.04844810758161148,201,1.4029850746268655,"Wow, everyone is trying to get out of this shit hole.",601,23,35,143,260
1031,0.04688246363936217,201,1.4029850746268655,Is that prick still behind us?,601,20,41,140,260
2947,0.04920151244550481,194,1.4020618556701032,Did you order a chaser after that last maguerita?,601,22,34,138,262
1594,0.047215548868127316,199,1.4020100502512562,I'm starting to think that taking peyote before a run was a really bad idea.,601,20,40,139,263
4890,0.048278626164959454,199,1.4020100502512562,"Oh God, it's just a dream, I can only handle one prick at a time.",601,22,36,141,263
1661,0.0473212950449626,192,1.4010416666666667,I think Border Patrol is going a little too far.,601,18,41,133,265
3838,0.0473212950449626,192,1.4010416666666667,I mean... He has some good points.,601,18,41,133,265
266,0.04863190923598289,197,1.401015228426396,"As usual, Gary was oblivious to the succulent harrassment Diane had to deal with every day.",601,22,35,140,267
433,0.04916156999761651,197,1.401015228426396,Let's not jog through the Nevada Nuclear Test Site anymore.,601,23,33,141,267
2815,0.045940752756339284,200,1.4,"Just ignore it, Julia. It's just another running gag.",601,18,44,138,269
110,0.049769004250701465,188,1.3989361702127658,"Sweetie, what kind of mushrooms did you put in that omelet?",601,21,33,134,270
3554,0.044474885219227565,183,1.3989071038251366,We should've gotten a dog.,601,11,51,121,271
312,0.04714762537587349,196,1.3979591836734695,Run. He's free-range.,601,19,40,137,272
1416,0.04931747229545011,196,1.3979591836734695,"Run faster, honey. He looks like a real prick.",601,23,32,141,272
